name	source	layer	lat	lon	country	postalcode
ES15	geonamesandpostcodeinfo	address	43.0944	-8.5018	ES	15
ES27	geonamesandpostcodeinfo	address	42.9406	-7.4959	ES	27
ES32	geonamesandpostcodeinfo	address	42.2822	-7.7883	ES	32
ES36	geonamesandpostcodeinfo	address	42.4458	-8.5814	ES	36
ES07	geonamesandpostcodeinfo	address	39.5465	2.894	ES	07
ES03	geonamesandpostcodeinfo	address	38.4688	-0.4623	ES	03
ES30	geonamesandpostcodeinfo	address	37.8586	-1.272	ES	30
ES52	geonamesandpostcodeinfo	address	35.2937	-2.9383	ES	52
ES31	geonamesandpostcodeinfo	address	42.8192	-1.6782	ES	31
ES48	geonamesandpostcodeinfo	address	43.2585	-2.8234	ES	48
ES20	geonamesandpostcodeinfo	address	43.1757	-2.1863	ES	20
ES12	geonamesandpostcodeinfo	address	40.1733	-0.1994	ES	12
ES46	geonamesandpostcodeinfo	address	39.3552	-0.6024	ES	46
FI00	geonamesandpostcodeinfo	address	60.199	24.955	FI	00
FI01	geonamesandpostcodeinfo	address	60.3121	24.9104	FI	01
FI02	geonamesandpostcodeinfo	address	60.238	24.6288	FI	02
FI03	geonamesandpostcodeinfo	address	60.4358	24.3027	FI	03
FI04	geonamesandpostcodeinfo	address	60.4844	25.1444	FI	04
FI05	geonamesandpostcodeinfo	address	60.5909	24.8494	FI	05
FI06	geonamesandpostcodeinfo	address	60.3627	25.5862	FI	06
FI07	geonamesandpostcodeinfo	address	60.488	25.8965	FI	07
FI08	geonamesandpostcodeinfo	address	60.2567	24.0561	FI	08
FI09	geonamesandpostcodeinfo	address	60.3525	23.9107	FI	09
FI10	geonamesandpostcodeinfo	address	60.1154	23.5873	FI	10
FI47	geonamesandpostcodeinfo	address	60.9151	26.4698	FI	47
FI21	geonamesandpostcodeinfo	address	60.4756	22.2703	FI	21
FI23	geonamesandpostcodeinfo	address	60.7613	21.6025	FI	23
FI25	geonamesandpostcodeinfo	address	60.272	23.0597	FI	25
FI24	geonamesandpostcodeinfo	address	60.3921	23.1401	FI	24
FI31	geonamesandpostcodeinfo	address	60.8985	23.5008	FI	31
FI20	geonamesandpostcodeinfo	address	60.4485	22.2876	FI	20
FI27	geonamesandpostcodeinfo	address	61.1139	22.0127	FI	27
FI32	geonamesandpostcodeinfo	address	61.0219	22.8195	FI	32
FI26	geonamesandpostcodeinfo	address	61.1072	21.5427	FI	26
FI29	geonamesandpostcodeinfo	address	61.6239	21.8526	FI	29
FI28	geonamesandpostcodeinfo	address	61.4856	21.7784	FI	28
FI38	geonamesandpostcodeinfo	address	61.6052	22.6656	FI	38
FI39	geonamesandpostcodeinfo	address	61.8608	23.0648	FI	39
FI12	geonamesandpostcodeinfo	address	60.7612	24.6303	FI	12
FI13	geonamesandpostcodeinfo	address	61.1305	24.5968	FI	13
FI14	geonamesandpostcodeinfo	address	61.073	24.5038	FI	14
FI16	geonamesandpostcodeinfo	address	60.9751	25.6412	FI	16
FI11	geonamesandpostcodeinfo	address	60.7457	24.7687	FI	11
FI30	geonamesandpostcodeinfo	address	60.8181	23.6512	FI	30
FI37	geonamesandpostcodeinfo	address	61.3293	23.6858	FI	37
FI33	geonamesandpostcodeinfo	address	61.4959	23.7334	FI	33
FI34	geonamesandpostcodeinfo	address	61.9727	23.7552	FI	34
FI35	geonamesandpostcodeinfo	address	61.8248	24.5862	FI	35
FI36	geonamesandpostcodeinfo	address	61.4405	24.3144	FI	36
FI42	geonamesandpostcodeinfo	address	62.1769	24.7927	FI	42
FI15	geonamesandpostcodeinfo	address	60.9785	25.682	FI	15
FI17	geonamesandpostcodeinfo	address	61.3523	25.3473	FI	17
FI18	geonamesandpostcodeinfo	address	61.2093	26.0364	FI	18
FI19	geonamesandpostcodeinfo	address	61.4936	26.0303	FI	19
FI45	geonamesandpostcodeinfo	address	60.8884	26.71	FI	45
FI46	geonamesandpostcodeinfo	address	60.8243	26.9325	FI	46
FI48	geonamesandpostcodeinfo	address	60.4859	26.9255	FI	48
FI49	geonamesandpostcodeinfo	address	60.5845	27.2426	FI	49
FI53	geonamesandpostcodeinfo	address	61.0635	28.1865	FI	53
FI54	geonamesandpostcodeinfo	address	61.0236	27.9476	FI	54
FI55	geonamesandpostcodeinfo	address	61.1811	28.7618	FI	55
FI56	geonamesandpostcodeinfo	address	61.3372	28.9162	FI	56
FI59	geonamesandpostcodeinfo	address	61.6477	29.5966	FI	59
FI50	geonamesandpostcodeinfo	address	61.6938	27.2413	FI	50
FI51	geonamesandpostcodeinfo	address	61.9361	27.1852	FI	51
FI52	geonamesandpostcodeinfo	address	61.4918	27.1258	FI	52
FI77	geonamesandpostcodeinfo	address	62.5682	27.1217	FI	77
FI57	geonamesandpostcodeinfo	address	61.8679	28.8782	FI	57
FI58	geonamesandpostcodeinfo	address	61.9054	28.9005	FI	58
FI79	geonamesandpostcodeinfo	address	62.3902	28.2457	FI	79
FI76	geonamesandpostcodeinfo	address	62.4553	27.2023	FI	76
FI78	geonamesandpostcodeinfo	address	62.3181	27.9066	FI	78
FI71	geonamesandpostcodeinfo	address	62.9861	27.6593	FI	71
FI72	geonamesandpostcodeinfo	address	63.1392	26.595	FI	72
FI73	geonamesandpostcodeinfo	address	63.2135	28.1601	FI	73
FI74	geonamesandpostcodeinfo	address	63.6439	27.0433	FI	74
FI70	geonamesandpostcodeinfo	address	62.9042	27.6823	FI	70
FI75	geonamesandpostcodeinfo	address	63.6083	29.0727	FI	75
FI80	geonamesandpostcodeinfo	address	62.8522	29.6092	FI	80
FI81	geonamesandpostcodeinfo	address	63.0342	30.1618	FI	81
FI82	geonamesandpostcodeinfo	address	62.3692	30.3648	FI	82
FI83	geonamesandpostcodeinfo	address	62.8608	29.2515	FI	83
FI40	geonamesandpostcodeinfo	address	62.2394	25.7438	FI	40
FI41	geonamesandpostcodeinfo	address	62.3053	25.85	FI	41
FI43	geonamesandpostcodeinfo	address	62.9789	25.0889	FI	43
FI44	geonamesandpostcodeinfo	address	62.9433	25.8164	FI	44
FI61	geonamesandpostcodeinfo	address	62.5978	22.601	FI	61
FI64	geonamesandpostcodeinfo	address	62.3288	21.6129	FI	64
FI60	geonamesandpostcodeinfo	address	62.5733	23.0805	FI	60
FI62	geonamesandpostcodeinfo	address	63.1185	23.3673	FI	62
FI66	geonamesandpostcodeinfo	address	63.0559	21.9915	FI	66
FI63	geonamesandpostcodeinfo	address	62.6715	23.8128	FI	63
FI65	geonamesandpostcodeinfo	address	63.1191	21.5888	FI	65
FI68	geonamesandpostcodeinfo	address	63.7062	23.1518	FI	68
FI69	geonamesandpostcodeinfo	address	63.4922	24.1161	FI	69
FI67	geonamesandpostcodeinfo	address	63.5224	23.1453	FI	67
FI90	geonamesandpostcodeinfo	address	65.0349	25.466	FI	90
FI91	geonamesandpostcodeinfo	address	64.8862	26.1353	FI	91
FI93	geonamesandpostcodeinfo	address	65.6952	28.2119	FI	93
FI95	geonamesandpostcodeinfo	address	66.3276	24.439	FI	95
FI86	geonamesandpostcodeinfo	address	64.1209	25.2329	FI	86
FI92	geonamesandpostcodeinfo	address	64.5074	25.2898	FI	92
FI85	geonamesandpostcodeinfo	address	63.9422	24.7114	FI	85
FI84	geonamesandpostcodeinfo	address	64.075	24.6073	FI	84
FI88	geonamesandpostcodeinfo	address	64.2859	28.396	FI	88
FI89	geonamesandpostcodeinfo	address	64.9531	28.5787	FI	89
FI87	geonamesandpostcodeinfo	address	64.2858	28.5618	FI	87
FI96	geonamesandpostcodeinfo	address	66.2481	27.1151	FI	96
FI97	geonamesandpostcodeinfo	address	66.3451	26.5152	FI	97
FI94	geonamesandpostcodeinfo	address	66.47	24.3998	FI	94
FI98	geonamesandpostcodeinfo	address	66.8416	27.9983	FI	98
FI99	geonamesandpostcodeinfo	address	68.1073	25.7763	FI	99
FM96	geonamesandpostcodeinfo	address	7.1383	151.5031	FM	96
FO10	geonamesandpostcodeinfo	address	62.0167	-6.7667	FO	10
FO11	geonamesandpostcodeinfo	address	62.0167	-6.7667	FO	11
FO16	geonamesandpostcodeinfo	address	61.9833	-6.75	FO	16
FO17	geonamesandpostcodeinfo	address	61.9958	-6.8583	FO	17
FO18	geonamesandpostcodeinfo	address	62.046	-6.7995	FO	18
FO21	geonamesandpostcodeinfo	address	61.8425	-6.8078	FO	21
FO22	geonamesandpostcodeinfo	address	61.8333	-6.65	FO	22
FO23	geonamesandpostcodeinfo	address	61.7944	-6.6889	FO	23
FO24	geonamesandpostcodeinfo	address	61.9	-6.8667	FO	24
FO26	geonamesandpostcodeinfo	address	61.7667	-6.8	FO	26
FO27	geonamesandpostcodeinfo	address	62.0167	-6.6667	FO	27
FO28	geonamesandpostcodeinfo	address	61.9667	-6.9083	FO	28
FO33	geonamesandpostcodeinfo	address	62.1167	-7.0333	FO	33
FO34	geonamesandpostcodeinfo	address	62.1167	-7.0667	FO	34
FO35	geonamesandpostcodeinfo	address	62.1487	-7.1554	FO	35
FO36	geonamesandpostcodeinfo	address	62.05	-7.1333	FO	36
FO37	geonamesandpostcodeinfo	address	62.0511	-7.1939	FO	37
FO38	geonamesandpostcodeinfo	address	62.0928	-7.4015	FO	38
FO40	geonamesandpostcodeinfo	address	62.2	-6.9833	FO	40
FO41	geonamesandpostcodeinfo	address	62.1056	-6.9167	FO	41
FO42	geonamesandpostcodeinfo	address	62.15	-6.9333	FO	42
FO43	geonamesandpostcodeinfo	address	62.2167	-7.05	FO	43
FO44	geonamesandpostcodeinfo	address	62.2833	-7.1083	FO	44
FO45	geonamesandpostcodeinfo	address	62.1833	-6.9667	FO	45
FO46	geonamesandpostcodeinfo	address	62.2389	-7.0222	FO	46
FO47	geonamesandpostcodeinfo	address	62.2833	-6.9567	FO	47
FO48	geonamesandpostcodeinfo	address	62.175	-6.8083	FO	48
FO49	geonamesandpostcodeinfo	address	62.1267	-6.7933	FO	49
FO51	geonamesandpostcodeinfo	address	62.1935	-6.735	FO	51
FO52	geonamesandpostcodeinfo	address	62.2167	-6.6833	FO	52
FO53	geonamesandpostcodeinfo	address	62.244	-6.8139	FO	53
FO60	geonamesandpostcodeinfo	address	62.1167	-6.7167	FO	60
FO61	geonamesandpostcodeinfo	address	62.1167	-6.7167	FO	61
FO62	geonamesandpostcodeinfo	address	62.1292	-6.7084	FO	62
FO64	geonamesandpostcodeinfo	address	62.0833	-6.675	FO	64
FO65	geonamesandpostcodeinfo	address	62.0944	-6.7278	FO	65
FO66	geonamesandpostcodeinfo	address	62.1667	-6.75	FO	66
FO69	geonamesandpostcodeinfo	address	62.275	-6.8333	FO	69
FO70	geonamesandpostcodeinfo	address	62.2265	-6.589	FO	70
FO71	geonamesandpostcodeinfo	address	62.2265	-6.589	FO	71
FO72	geonamesandpostcodeinfo	address	62.2389	-6.5389	FO	72
FO73	geonamesandpostcodeinfo	address	62.3	-6.525	FO	73
FO74	geonamesandpostcodeinfo	address	62.3	-6.5	FO	74
FO75	geonamesandpostcodeinfo	address	62.3667	-6.5333	FO	75
FO76	geonamesandpostcodeinfo	address	62.3111	-6.2944	FO	76
FO78	geonamesandpostcodeinfo	address	62.275	-6.6334	FO	78
FO79	geonamesandpostcodeinfo	address	62.3222	-6.7389	FO	79
FO80	geonamesandpostcodeinfo	address	61.5556	-6.8111	FO	80
FO81	geonamesandpostcodeinfo	address	61.5556	-6.8111	FO	81
FO82	geonamesandpostcodeinfo	address	61.55	-6.8	FO	82
FO85	geonamesandpostcodeinfo	address	61.6	-6.95	FO	85
FO86	geonamesandpostcodeinfo	address	61.6333	-6.9167	FO	86
FO87	geonamesandpostcodeinfo	address	61.5167	-6.8667	FO	87
FO90	geonamesandpostcodeinfo	address	61.4732	-6.8118	FO	90
FO91	geonamesandpostcodeinfo	address	61.4732	-6.8118	FO	91
FO92	geonamesandpostcodeinfo	address	61.4389	-6.7445	FO	92
FO95	geonamesandpostcodeinfo	address	61.4833	-6.7333	FO	95
FO96	geonamesandpostcodeinfo	address	61.5167	-6.7333	FO	96
FO97	geonamesandpostcodeinfo	address	61.4	-6.7	FO	97
FR75	geonamesandpostcodeinfo	address	48.8603	2.3423	FR	75
FR77	geonamesandpostcodeinfo	address	48.6781	2.8248	FR	77
FR78	geonamesandpostcodeinfo	address	48.8411	1.9606	FR	78
FR91	geonamesandpostcodeinfo	address	48.6273	2.3035	FR	91
FR94	geonamesandpostcodeinfo	address	48.7881	2.4232	FR	94
FR92	geonamesandpostcodeinfo	address	48.8639	2.2553	FR	92
FR93	geonamesandpostcodeinfo	address	48.9022	2.4427	FR	93
FR95	geonamesandpostcodeinfo	address	49.0312	2.2308	FR	95
FR18	geonamesandpostcodeinfo	address	47.0413	2.49	FR	18
FR28	geonamesandpostcodeinfo	address	48.4174	1.4108	FR	28
FR36	geonamesandpostcodeinfo	address	46.7988	1.6195	FR	36
FR37	geonamesandpostcodeinfo	address	47.2939	0.6756	FR	37
FR41	geonamesandpostcodeinfo	address	47.6358	1.311	FR	41
FR45	geonamesandpostcodeinfo	address	47.9513	2.2254	FR	45
FR21	geonamesandpostcodeinfo	address	47.3654	4.8114	FR	21
FR25	geonamesandpostcodeinfo	address	47.241	6.3455	FR	25
FR01	geonamesandpostcodeinfo	address	46.0686	5.3586	FR	01
FR39	geonamesandpostcodeinfo	address	46.7454	5.677	FR	39
FR58	geonamesandpostcodeinfo	address	47.1428	3.4401	FR	58
FR70	geonamesandpostcodeinfo	address	47.6268	6.1063	FR	70
FR71	geonamesandpostcodeinfo	address	46.6286	4.6215	FR	71
FR89	geonamesandpostcodeinfo	address	47.8565	3.581	FR	89
FR90	geonamesandpostcodeinfo	address	47.6252	6.9203	FR	90
FR14	geonamesandpostcodeinfo	address	49.1316	-0.3503	FR	14
FR27	geonamesandpostcodeinfo	address	49.1288	1.0182	FR	27
FR50	geonamesandpostcodeinfo	address	49.1195	-1.3515	FR	50
FR61	geonamesandpostcodeinfo	address	48.6332	0.096	FR	61
FR76	geonamesandpostcodeinfo	address	49.6346	0.9582	FR	76
FR02	geonamesandpostcodeinfo	address	49.5449	3.5119	FR	02
FR59	geonamesandpostcodeinfo	address	50.4974	3.1997	FR	59
FR62	geonamesandpostcodeinfo	address	50.4655	2.3712	FR	62
FR60	geonamesandpostcodeinfo	address	49.4063	2.4258	FR	60
FR80	geonamesandpostcodeinfo	address	49.9386	2.3079	FR	80
FR08	geonamesandpostcodeinfo	address	49.6127	4.6666	FR	08
FR10	geonamesandpostcodeinfo	address	48.3112	4.1593	FR	10
FR51	geonamesandpostcodeinfo	address	48.9907	4.1806	FR	51
FR52	geonamesandpostcodeinfo	address	48.1225	5.2405	FR	52
FR54	geonamesandpostcodeinfo	address	48.7845	6.1547	FR	54
FR55	geonamesandpostcodeinfo	address	49.0118	5.3812	FR	55
FR57	geonamesandpostcodeinfo	address	49.0686	6.5727	FR	57
FR67	geonamesandpostcodeinfo	address	48.6486	7.5912	FR	67
FR68	geonamesandpostcodeinfo	address	47.8115	7.2919	FR	68
FR88	geonamesandpostcodeinfo	address	48.2225	6.3445	FR	88
FR44	geonamesandpostcodeinfo	address	47.2793	-1.6297	FR	44
FR49	geonamesandpostcodeinfo	address	47.386	-0.5687	FR	49
FR53	geonamesandpostcodeinfo	address	48.1238	-0.6694	FR	53
FR72	geonamesandpostcodeinfo	address	48.03	0.2204	FR	72
FR85	geonamesandpostcodeinfo	address	46.6714	-1.291	FR	85
FR22	geonamesandpostcodeinfo	address	48.4828	-2.8301	FR	22
FR29	geonamesandpostcodeinfo	address	48.2641	-4.1323	FR	29
FR35	geonamesandpostcodeinfo	address	48.1834	-1.655	FR	35
FR56	geonamesandpostcodeinfo	address	47.7887	-2.841	FR	56
FR16	geonamesandpostcodeinfo	address	45.7055	0.1238	FR	16
FR17	geonamesandpostcodeinfo	address	45.8378	-0.7162	FR	17
FR19	geonamesandpostcodeinfo	address	45.3063	1.8225	FR	19
FR23	geonamesandpostcodeinfo	address	46.1025	2.0226	FR	23
FR24	geonamesandpostcodeinfo	address	45.0643	0.7353	FR	24
FR33	geonamesandpostcodeinfo	address	44.8168	-0.4205	FR	33
FR40	geonamesandpostcodeinfo	address	43.817	-0.733	FR	40
FR47	geonamesandpostcodeinfo	address	44.3706	0.4905	FR	47
FR64	geonamesandpostcodeinfo	address	43.3324	-0.6853	FR	64
FR79	geonamesandpostcodeinfo	address	46.4858	-0.3283	FR	79
FR86	geonamesandpostcodeinfo	address	46.613	0.3921	FR	86
FR87	geonamesandpostcodeinfo	address	45.8762	1.234	FR	87
FR09	geonamesandpostcodeinfo	address	42.9958	1.5172	FR	09
FR11	geonamesandpostcodeinfo	address	43.1427	2.3632	FR	11
FR12	geonamesandpostcodeinfo	address	44.292	2.5849	FR	12
FR30	geonamesandpostcodeinfo	address	43.9899	4.2183	FR	30
FR31	geonamesandpostcodeinfo	address	43.4147	1.2173	FR	31
FR32	geonamesandpostcodeinfo	address	43.6608	0.4767	FR	32
FR34	geonamesandpostcodeinfo	address	43.5771	3.573	FR	34
FR46	geonamesandpostcodeinfo	address	44.6161	1.616	FR	46
FR48	geonamesandpostcodeinfo	address	44.5404	3.4927	FR	48
FR65	geonamesandpostcodeinfo	address	43.1472	0.2013	FR	65
FR66	geonamesandpostcodeinfo	address	42.6194	2.6627	FR	66
FR81	geonamesandpostcodeinfo	address	43.8023	2.119	FR	81
FR82	geonamesandpostcodeinfo	address	44.0575	1.2309	FR	82
FR03	geonamesandpostcodeinfo	address	46.3436	3.1762	FR	03
FR42	geonamesandpostcodeinfo	address	45.669	4.2446	FR	42
FR07	geonamesandpostcodeinfo	address	44.8039	4.505	FR	07
FR15	geonamesandpostcodeinfo	address	45.0483	2.6708	FR	15
FR43	geonamesandpostcodeinfo	address	45.1387	3.7601	FR	43
FR05	geonamesandpostcodeinfo	address	44.5695	6.1395	FR	05
FR26	geonamesandpostcodeinfo	address	44.7375	5.0853	FR	26
FR38	geonamesandpostcodeinfo	address	45.3179	5.4958	FR	38
FR73	geonamesandpostcodeinfo	address	45.5465	6.2146	FR	73
FR63	geonamesandpostcodeinfo	address	45.738	3.1677	FR	63
FR69	geonamesandpostcodeinfo	address	45.7998	4.7765	FR	69
FR74	geonamesandpostcodeinfo	address	46.0418	6.28	FR	74
FR04	geonamesandpostcodeinfo	address	44.0609	6.1366	FR	04
FR06	geonamesandpostcodeinfo	address	43.7355	7.1455	FR	06
FR13	geonamesandpostcodeinfo	address	43.4308	5.2831	FR	13
FR83	geonamesandpostcodeinfo	address	43.3289	6.211	FR	83
FR84	geonamesandpostcodeinfo	address	43.9936	5.0196	FR	84
FR20	geonamesandpostcodeinfo	address	42.2495	9.1437	FR	20
FR98	geonamesandpostcodeinfo	address	10.2922	-109.2072	FR	98
GB14	geonamesandpostcodeinfo	address	53.1022	-1.7042	GB	14
GB1	geonamesandpostcodeinfo	address	53.98	-2.179	GB	1
GB10	geonamesandpostcodeinfo	address	53.0563	-1.7726	GB	10
GB11	geonamesandpostcodeinfo	address	53.1669	-1.812	GB	11
GB12	geonamesandpostcodeinfo	address	53.0743	-1.7742	GB	12
GB13	geonamesandpostcodeinfo	address	52.8143	-1.6418	GB	13
GB15	geonamesandpostcodeinfo	address	53.0272	-1.9568	GB	15
GB16	geonamesandpostcodeinfo	address	52.988	-1.9677	GB	16
GB17	geonamesandpostcodeinfo	address	53.4904	-1.6265	GB	17
GB18	geonamesandpostcodeinfo	address	52.6611	-1.862	GB	18
GB19	geonamesandpostcodeinfo	address	52.6587	-2.1597	GB	19
GB2	geonamesandpostcodeinfo	address	54.2871	-2.3838	GB	2
GB20	geonamesandpostcodeinfo	address	52.4621	-2.2608	GB	20
GB3	geonamesandpostcodeinfo	address	52.9349	-2.1127	GB	3
GB4	geonamesandpostcodeinfo	address	52.7388	-1.9776	GB	4
GB5	geonamesandpostcodeinfo	address	52.8156	-2.0576	GB	5
GB6	geonamesandpostcodeinfo	address	52.9979	-2.0233	GB	6
GB7	geonamesandpostcodeinfo	address	52.9063	-2.0399	GB	7
GB8	geonamesandpostcodeinfo	address	53.4036	-2.2142	GB	8
GB9	geonamesandpostcodeinfo	address	52.9167	-1.8543	GB	9
GB25	geonamesandpostcodeinfo	address	53.3409	-1.2577	GB	25
GB41	geonamesandpostcodeinfo	address	54.9271	-2.7751	GB	41
GB42	geonamesandpostcodeinfo	address	55.257	-2.7152	GB	42
GB43	geonamesandpostcodeinfo	address	54.2732	-2.662	GB	43
GB21	geonamesandpostcodeinfo	address	52.9873	-1.9435	GB	21
GB99	geonamesandpostcodeinfo	address	53.1807	-1.7335	GB	99
GB26	geonamesandpostcodeinfo	address	53.3747	-2.9063	GB	26
GB38	geonamesandpostcodeinfo	address	53.8114	-3.2467	GB	38
GB30	geonamesandpostcodeinfo	address	53.6054	-2.3804	GB	30
GB31	geonamesandpostcodeinfo	address	53.878	-2.4675	GB	31
GB32	geonamesandpostcodeinfo	address	53.1034	-2.3323	GB	32
GB33	geonamesandpostcodeinfo	address	53.725	-2.5937	GB	33
GB34	geonamesandpostcodeinfo	address	53.8957	-2.5631	GB	34
GB35	geonamesandpostcodeinfo	address	53.6926	-2.6651	GB	35
GB36	geonamesandpostcodeinfo	address	54.6649	-3.4013	GB	36
GB37	geonamesandpostcodeinfo	address	53.5851	-2.7055	GB	37
GB39	geonamesandpostcodeinfo	address	52.6268	-3.579	GB	39
GB40	geonamesandpostcodeinfo	address	54.3225	-3.815	GB	40
GB0	geonamesandpostcodeinfo	address	51.9552	-0.2189	GB	0
GB80	geonamesandpostcodeinfo	address	53.1331	-2.407	GB	80
GB98	geonamesandpostcodeinfo	address	53.2697	-1.3605	GB	98
GB77	geonamesandpostcodeinfo	address	54.5471	-4.6797	GB	77
GB78	geonamesandpostcodeinfo	address	54.7451	-4.9874	GB	78
GB79	geonamesandpostcodeinfo	address	53.4681	-3.6894	GB	79
GB55	geonamesandpostcodeinfo	address	55.299	-3.7238	GB	55
GB22	geonamesandpostcodeinfo	address	53.0399	-2.0466	GB	22
GB23	geonamesandpostcodeinfo	address	53.3631	-2.205	GB	23
GB24	geonamesandpostcodeinfo	address	52.9472	-1.9894	GB	24
GB27	geonamesandpostcodeinfo	address	54.5276	-3.3245	GB	27
GB28	geonamesandpostcodeinfo	address	53.7182	-2.6539	GB	28
GB29	geonamesandpostcodeinfo	address	53.2087	-1.8503	GB	29
GB95	geonamesandpostcodeinfo	address	52.4579	-1.8006	GB	95
GB46	geonamesandpostcodeinfo	address	54.122	-3.1427	GB	46
GB49	geonamesandpostcodeinfo	address	54.4155	-3.844	GB	49
GB50	geonamesandpostcodeinfo	address	51.7989	-1.4571	GB	50
GB76	geonamesandpostcodeinfo	address	54.263	-3.5969	GB	76
GB94	geonamesandpostcodeinfo	address	53.3465	-4.2611	GB	94
GB96	geonamesandpostcodeinfo	address	52.3768	-1.8993	GB	96
GB47	geonamesandpostcodeinfo	address	55.0396	-4.2707	GB	47
GB56	geonamesandpostcodeinfo	address	54.8101	-2.6278	GB	56
GB44	geonamesandpostcodeinfo	address	52.9956	-3.1769	GB	44
GB45	geonamesandpostcodeinfo	address	54.387	-2.5461	GB	45
GB48	geonamesandpostcodeinfo	address	53.6975	-3.7403	GB	48
GB60	geonamesandpostcodeinfo	address	54.244	-4.0827	GB	60
GB61	geonamesandpostcodeinfo	address	54.2405	-2.8376	GB	61
GB62	geonamesandpostcodeinfo	address	52.4812	-4.1938	GB	62
GB97	geonamesandpostcodeinfo	address	52.8272	-1.7534	GB	97
GB90	geonamesandpostcodeinfo	address	53.1275	-1.6732	GB	90
GB1A	geonamesandpostcodeinfo	address	51.5065	-0.1345	GB	1A
GB1M	geonamesandpostcodeinfo	address	51.5042	-0.1379	GB	1M
GB1N	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1N
GB1P	geonamesandpostcodeinfo	address	51.5169	-0.1048	GB	1P
GB1R	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1R
GB1V	geonamesandpostcodeinfo	address	51.5115	-0.1212	GB	1V
GB1Y	geonamesandpostcodeinfo	address	51.5122	-0.1176	GB	1Y
GB2A	geonamesandpostcodeinfo	address	51.5123	-0.1162	GB	2A
GB2M	geonamesandpostcodeinfo	address	51.5138	-0.107	GB	2M
GB2N	geonamesandpostcodeinfo	address	51.5104	-0.1162	GB	2N
GB2P	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	2P
GB2R	geonamesandpostcodeinfo	address	51.5106	-0.1175	GB	2R
GB2V	geonamesandpostcodeinfo	address	51.5123	-0.1103	GB	2V
GB2Y	geonamesandpostcodeinfo	address	51.5142	-0.1103	GB	2Y
GB3A	geonamesandpostcodeinfo	address	51.5119	-0.1043	GB	3A
GB3M	geonamesandpostcodeinfo	address	51.5107	-0.1049	GB	3M
GB3N	geonamesandpostcodeinfo	address	51.5108	-0.1028	GB	3N
GB3P	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	3P
GB3R	geonamesandpostcodeinfo	address	51.5114	-0.0855	GB	3R
GB3V	geonamesandpostcodeinfo	address	51.511	-0.1065	GB	3V
GB4A	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	4A
GB4M	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	4M
GB4N	geonamesandpostcodeinfo	address	51.5114	-0.1099	GB	4N
GB4P	geonamesandpostcodeinfo	address	51.5362	-0.103	GB	4P
GB4R	geonamesandpostcodeinfo	address	51.51	-0.1085	GB	4R
GB4V	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	4V
GB4Y	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	4Y
GB1C	geonamesandpostcodeinfo	address	51.5286	-0.1214	GB	1C
GB81	geonamesandpostcodeinfo	address	53.6724	-3.604	GB	81
GB1W	geonamesandpostcodeinfo	address	51.5171	-0.1331	GB	1W
GB1E	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1E
GB1H	geonamesandpostcodeinfo	address	51.51	-0.1316	GB	1H
GB1X	geonamesandpostcodeinfo	address	51.5057	-0.1331	GB	1X
GB1B	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1B
GB1D	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1D
GB1F	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1F
GB1G	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1G
GB1J	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1J
GB1K	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1K
GB1S	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1S
GB1T	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1T
GB1U	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	1U
GB2B	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	2B
GB2E	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	2E
GB2H	geonamesandpostcodeinfo	address	51.5085	-0.1257	GB	2H
GB63	geonamesandpostcodeinfo	address	54.5492	-3.9843	GB	63
GB64	geonamesandpostcodeinfo	address	53.2202	-3.7739	GB	64
GB65	geonamesandpostcodeinfo	address	54.331	-2.9747	GB	65
GB66	geonamesandpostcodeinfo	address	54.7054	-2.8685	GB	66
GB67	geonamesandpostcodeinfo	address	53.7094	-3.4133	GB	67
GB68	geonamesandpostcodeinfo	address	53.5165	-4.4188	GB	68
GB69	geonamesandpostcodeinfo	address	54.6234	-3.8711	GB	69
GB70	geonamesandpostcodeinfo	address	53.9903	-3.8578	GB	70
GB71	geonamesandpostcodeinfo	address	53.2467	-3.8569	GB	71
GB72	geonamesandpostcodeinfo	address	53.4573	-3.2573	GB	72
GB73	geonamesandpostcodeinfo	address	52.965	-3.4379	GB	73
GB75	geonamesandpostcodeinfo	address	54.3657	-3.3947	GB	75
