name	source	layer	lat	lon	country	postalcode
LK20	geonamesandpostcodeinfo	address	7.2303	80.6609	LK	20
LK41	geonamesandpostcodeinfo	address	8.9833	79.9	LK	41
LK81	geonamesandpostcodeinfo	address	6.134	80.5542	LK	81
LK70	geonamesandpostcodeinfo	address	6.6208	80.5281	LK	70
LK91	geonamesandpostcodeinfo	address	6.8601	81.293	LK	91
LK42	geonamesandpostcodeinfo	address	9.1762	80.5686	LK	42
LK21	geonamesandpostcodeinfo	address	7.6207	80.6546	LK	21
LK22	geonamesandpostcodeinfo	address	6.985	80.7162	LK	22
LK51	geonamesandpostcodeinfo	address	7.9007	80.7776	LK	51
LK61	geonamesandpostcodeinfo	address	7.7473	79.8734	LK	61
LK31	geonamesandpostcodeinfo	address	8.5071	81.1579	LK	31
LK43	geonamesandpostcodeinfo	address	8.7514	80.4971	LK	43
LT00	geonamesandpostcodeinfo	address	55.9175	21.0686	LT	00
LT01	geonamesandpostcodeinfo	address	54.6824	25.2881	LT	01
LT02	geonamesandpostcodeinfo	address	54.6672	25.2769	LT	02
LT03	geonamesandpostcodeinfo	address	54.6749	25.2602	LT	03
LT04	geonamesandpostcodeinfo	address	54.6826	25.2145	LT	04
LT05	geonamesandpostcodeinfo	address	54.714	25.2228	LT	05
LT06	geonamesandpostcodeinfo	address	54.7214	25.214	LT	06
LT07	geonamesandpostcodeinfo	address	54.7174	25.2501	LT	07
LT08	geonamesandpostcodeinfo	address	54.7192	25.2849	LT	08
LT09	geonamesandpostcodeinfo	address	54.705	25.2946	LT	09
LT10	geonamesandpostcodeinfo	address	54.703	25.3171	LT	10
LT11	geonamesandpostcodeinfo	address	54.6852	25.3479	LT	11
LT12	geonamesandpostcodeinfo	address	54.7237	25.2465	LT	12
LT13	geonamesandpostcodeinfo	address	54.6636	25.4871	LT	13
LT14	geonamesandpostcodeinfo	address	54.7193	25.2681	LT	14
LT15	geonamesandpostcodeinfo	address	54.825	25.5083	LT	15
LT17	geonamesandpostcodeinfo	address	54.3004	25.3104	LT	17
LT18	geonamesandpostcodeinfo	address	55.1231	26.0313	LT	18
LT19	geonamesandpostcodeinfo	address	55.0362	24.8844	LT	19
LT20	geonamesandpostcodeinfo	address	55.2483	24.8292	LT	20
LT21	geonamesandpostcodeinfo	address	54.6281	24.748	LT	21
LT25	geonamesandpostcodeinfo	address	54.6645	25.1625	LT	25
LT26	geonamesandpostcodeinfo	address	54.7761	24.6481	LT	26
LT27	geonamesandpostcodeinfo	address	54.6826	25.1875	LT	27
LT28	geonamesandpostcodeinfo	address	55.5354	25.6907	LT	28
LT29	geonamesandpostcodeinfo	address	55.5329	25.0763	LT	29
LT30	geonamesandpostcodeinfo	address	55.3888	26.4006	LT	30
LT31	geonamesandpostcodeinfo	address	55.6	26.4167	LT	31
LT32	geonamesandpostcodeinfo	address	55.7056	26.0502	LT	32
LT33	geonamesandpostcodeinfo	address	55.1842	25.4019	LT	33
LT35	geonamesandpostcodeinfo	address	55.7046	24.442	LT	35
LT36	geonamesandpostcodeinfo	address	55.7217	24.3639	LT	36
LT37	geonamesandpostcodeinfo	address	55.7333	24.35	LT	37
LT38	geonamesandpostcodeinfo	address	55.6551	24.3864	LT	38
LT39	geonamesandpostcodeinfo	address	56.0566	24.3712	LT	39
LT40	geonamesandpostcodeinfo	address	55.8606	24.9496	LT	40
LT41	geonamesandpostcodeinfo	address	56.0954	24.8784	LT	41
LT42	geonamesandpostcodeinfo	address	55.9583	25.5169	LT	42
LT44	geonamesandpostcodeinfo	address	54.9	23.9	LT	44
LT45	geonamesandpostcodeinfo	address	54.9	23.9	LT	45
LT46	geonamesandpostcodeinfo	address	54.9014	23.8961	LT	46
LT47	geonamesandpostcodeinfo	address	54.9143	23.8929	LT	47
LT48	geonamesandpostcodeinfo	address	54.9	23.9	LT	48
LT49	geonamesandpostcodeinfo	address	54.9	23.9	LT	49
LT50	geonamesandpostcodeinfo	address	54.9	23.9	LT	50
LT51	geonamesandpostcodeinfo	address	54.9	23.9	LT	51
LT52	geonamesandpostcodeinfo	address	54.9	23.9	LT	52
LT53	geonamesandpostcodeinfo	address	54.9622	23.7705	LT	53
LT54	geonamesandpostcodeinfo	address	55.0653	23.814	LT	54
LT55	geonamesandpostcodeinfo	address	55.1346	24.2951	LT	55
LT56	geonamesandpostcodeinfo	address	54.8344	24.3753	LT	56
LT57	geonamesandpostcodeinfo	address	55.29	23.9753	LT	57
LT58	geonamesandpostcodeinfo	address	55.3567	23.9303	LT	58
LT59	geonamesandpostcodeinfo	address	54.6482	23.9937	LT	59
LT60	geonamesandpostcodeinfo	address	55.3997	23.1281	LT	60
LT62	geonamesandpostcodeinfo	address	54.4016	24.057	LT	62
LT63	geonamesandpostcodeinfo	address	54.4	24.05	LT	63
LT64	geonamesandpostcodeinfo	address	54.4057	24.0898	LT	64
LT65	geonamesandpostcodeinfo	address	54.2386	24.4585	LT	65
LT66	geonamesandpostcodeinfo	address	54.0167	23.9667	LT	66
LT67	geonamesandpostcodeinfo	address	54.1863	23.6534	LT	67
LT68	geonamesandpostcodeinfo	address	54.5661	23.3508	LT	68
LT69	geonamesandpostcodeinfo	address	54.5864	23.3953	LT	69
LT70	geonamesandpostcodeinfo	address	54.7082	23.0412	LT	70
LT71	geonamesandpostcodeinfo	address	54.9544	23.1795	LT	71
LT72	geonamesandpostcodeinfo	address	55.1538	22.4908	LT	72
LT73	geonamesandpostcodeinfo	address	55.3535	22.383	LT	73
LT74	geonamesandpostcodeinfo	address	55.1316	22.845	LT	74
LT75	geonamesandpostcodeinfo	address	55.5244	22.2688	LT	75
LT76	geonamesandpostcodeinfo	address	55.9335	23.3151	LT	76
LT78	geonamesandpostcodeinfo	address	55.9333	23.3167	LT	78
LT79	geonamesandpostcodeinfo	address	55.9333	23.3167	LT	79
LT80	geonamesandpostcodeinfo	address	55.9255	23.2268	LT	80
LT81	geonamesandpostcodeinfo	address	56.0224	23.0286	LT	81
LT82	geonamesandpostcodeinfo	address	55.7186	23.66	LT	82
LT83	geonamesandpostcodeinfo	address	56.0817	23.8842	LT	83
LT84	geonamesandpostcodeinfo	address	56.2931	23.5011	LT	84
LT85	geonamesandpostcodeinfo	address	56.2436	22.8149	LT	85
LT86	geonamesandpostcodeinfo	address	55.6497	22.8558	LT	86
LT87	geonamesandpostcodeinfo	address	55.9833	22.2473	LT	87
LT88	geonamesandpostcodeinfo	address	55.9032	22.3782	LT	88
LT89	geonamesandpostcodeinfo	address	56.2846	22.3321	LT	89
LT90	geonamesandpostcodeinfo	address	55.8978	21.8911	LT	90
LT91	geonamesandpostcodeinfo	address	55.717	21.1276	LT	91
LT93	geonamesandpostcodeinfo	address	55.3719	21.0647	LT	93
LT94	geonamesandpostcodeinfo	address	55.714	21.1321	LT	94
LT96	geonamesandpostcodeinfo	address	55.638	21.4917	LT	96
LT97	geonamesandpostcodeinfo	address	55.9864	21.3821	LT	97
LT98	geonamesandpostcodeinfo	address	56.2104	21.6254	LT	98
LT99	geonamesandpostcodeinfo	address	55.3442	21.6492	LT	99
LU49	geonamesandpostcodeinfo	address	49.5725	5.9228	LU	49
LU83	geonamesandpostcodeinfo	address	49.6539	5.9691	LU	83
LU84	geonamesandpostcodeinfo	address	49.6712	5.9011	LU	84
LU74	geonamesandpostcodeinfo	address	49.737	6.099	LU	74
LU81	geonamesandpostcodeinfo	address	49.657	6.08	LU	81
LU82	geonamesandpostcodeinfo	address	49.6387	6.028	LU	82
LU47	geonamesandpostcodeinfo	address	49.558	5.8781	LU	47
LU96	geonamesandpostcodeinfo	address	49.9482	5.8907	LU	96
LU97	geonamesandpostcodeinfo	address	50.055	6.0038	LU	97
LU99	geonamesandpostcodeinfo	address	50.1268	6.0238	LU	99
LU98	geonamesandpostcodeinfo	address	50.0108	6.0888	LU	98
LU91	geonamesandpostcodeinfo	address	49.8588	6.0556	LU	91
LU93	geonamesandpostcodeinfo	address	49.8832	6.1747	LU	93
LU92	geonamesandpostcodeinfo	address	49.8676	6.1579	LU	92
LU90	geonamesandpostcodeinfo	address	49.848	6.098	LU	90
LU77	geonamesandpostcodeinfo	address	49.7999	6.0808	LU	77
LU63	geonamesandpostcodeinfo	address	49.8346	6.2879	LU	63
LU94	geonamesandpostcodeinfo	address	49.9341	6.1951	LU	94
LU76	geonamesandpostcodeinfo	address	49.7822	6.2333	LU	76
LU62	geonamesandpostcodeinfo	address	49.7637	6.3348	LU	62
LU65	geonamesandpostcodeinfo	address	49.8024	6.4392	LU	65
LU64	geonamesandpostcodeinfo	address	49.808	6.4221	LU	64
LU66	geonamesandpostcodeinfo	address	49.7138	6.4909	LU	66
LU32	geonamesandpostcodeinfo	address	49.5187	6.1032	LU	32
LU33	geonamesandpostcodeinfo	address	49.546	6.0882	LU	33
LU45	geonamesandpostcodeinfo	address	49.5234	5.8939	LU	45
LU46	geonamesandpostcodeinfo	address	49.5237	5.892	LU	46
LU34	geonamesandpostcodeinfo	address	49.4818	6.0863	LU	34
LU35	geonamesandpostcodeinfo	address	49.4824	6.087	LU	35
LU40	geonamesandpostcodeinfo	address	49.4975	5.9798	LU	40
LU41	geonamesandpostcodeinfo	address	49.4979	5.98	LU	41
LU42	geonamesandpostcodeinfo	address	49.4987	5.9806	LU	42
LU43	geonamesandpostcodeinfo	address	49.5061	5.9802	LU	43
LU57	geonamesandpostcodeinfo	address	49.5282	6.2128	LU	57
LU36	geonamesandpostcodeinfo	address	49.4877	6.0388	LU	36
LU37	geonamesandpostcodeinfo	address	49.466	6.034	LU	37
LU38	geonamesandpostcodeinfo	address	49.5079	6.0129	LU	38
LU39	geonamesandpostcodeinfo	address	49.5339	5.9904	LU	39
LU48	geonamesandpostcodeinfo	address	49.5467	5.8454	LU	48
LU44	geonamesandpostcodeinfo	address	49.5184	5.9362	LU	44
LU18	geonamesandpostcodeinfo	address	49.6047	6.1328	LU	18
LU68	geonamesandpostcodeinfo	address	49.6995	6.3899	LU	68
LU69	geonamesandpostcodeinfo	address	49.6587	6.265	LU	69
LU54	geonamesandpostcodeinfo	address	49.5722	6.3559	LU	54
LU67	geonamesandpostcodeinfo	address	49.6772	6.4415	LU	67
LU61	geonamesandpostcodeinfo	address	49.7065	6.2418	LU	61
LU80	geonamesandpostcodeinfo	address	49.6153	6.062	LU	80
LU53	geonamesandpostcodeinfo	address	49.6023	6.2537	LU	53
LU11	geonamesandpostcodeinfo	address	49.6118	6.1304	LU	11
LU12	geonamesandpostcodeinfo	address	49.6096	6.1339	LU	12
LU13	geonamesandpostcodeinfo	address	49.6093	6.1316	LU	13
LU14	geonamesandpostcodeinfo	address	49.6117	6.1303	LU	14
LU15	geonamesandpostcodeinfo	address	49.6114	6.1275	LU	15
LU16	geonamesandpostcodeinfo	address	49.6092	6.1346	LU	16
LU17	geonamesandpostcodeinfo	address	49.6141	6.1382	LU	17
LU19	geonamesandpostcodeinfo	address	49.6097	6.1297	LU	19
LU21	geonamesandpostcodeinfo	address	49.6117	6.1337	LU	21
LU22	geonamesandpostcodeinfo	address	49.6114	6.1311	LU	22
LU23	geonamesandpostcodeinfo	address	49.6095	6.1334	LU	23
LU24	geonamesandpostcodeinfo	address	49.6091	6.1305	LU	24
LU25	geonamesandpostcodeinfo	address	49.6101	6.1314	LU	25
LU26	geonamesandpostcodeinfo	address	49.6105	6.1339	LU	26
LU27	geonamesandpostcodeinfo	address	49.6076	6.1321	LU	27
LU52	geonamesandpostcodeinfo	address	49.614	6.2188	LU	52
LU58	geonamesandpostcodeinfo	address	49.5685	6.1577	LU	58
LU59	geonamesandpostcodeinfo	address	49.5845	6.1715	LU	59
LU73	geonamesandpostcodeinfo	address	49.6841	6.1351	LU	73
LU10	geonamesandpostcodeinfo	address	49.612	6.1286	LU	10
LU72	geonamesandpostcodeinfo	address	49.6573	6.132	LU	72
LU87	geonamesandpostcodeinfo	address	49.7693	5.9836	LU	87
LU75	geonamesandpostcodeinfo	address	49.748	6.1041	LU	75
LU85	geonamesandpostcodeinfo	address	49.7573	5.8902	LU	85
LU88	geonamesandpostcodeinfo	address	49.8365	5.8331	LU	88
LU86	geonamesandpostcodeinfo	address	49.7991	5.9439	LU	86
LU56	geonamesandpostcodeinfo	address	49.5122	6.2785	LU	56
LU55	geonamesandpostcodeinfo	address	49.5466	6.3669	LU	55
LU95	geonamesandpostcodeinfo	address	49.9679	5.9323	LU	95
LU20	geonamesandpostcodeinfo	address	49.6117	6.13	LU	20
LU28	geonamesandpostcodeinfo	address	49.6117	6.13	LU	28
LU29	geonamesandpostcodeinfo	address	49.6117	6.13	LU	29
LV51	geonamesandpostcodeinfo	address	56.5832	25.3993	LV	51
LV43	geonamesandpostcodeinfo	address	57.4244	27.0703	LV	43
LV45	geonamesandpostcodeinfo	address	57.0278	27.4352	LV	45
LV39	geonamesandpostcodeinfo	address	56.431	24.2469	LV	39
LV41	geonamesandpostcodeinfo	address	57.2338	25.3539	LV	41
LV54	geonamesandpostcodeinfo	address	55.9821	26.5956	LV	54
LV37	geonamesandpostcodeinfo	address	56.5447	23.2061	LV	37
LV44	geonamesandpostcodeinfo	address	57.1469	26.6563	LV	44
LV52	geonamesandpostcodeinfo	address	56.4683	25.9113	LV	52
LV30	geonamesandpostcodeinfo	address	56.6477	23.7507	LV	30
LV56	geonamesandpostcodeinfo	address	56.0517	27.362	LV	56
LV33	geonamesandpostcodeinfo	address	56.867	21.93	LV	33
LV40	geonamesandpostcodeinfo	address	57.5355	24.6657	LV	40
LV57	geonamesandpostcodeinfo	address	56.498	27.7717	LV	57
LV48	geonamesandpostcodeinfo	address	56.7728	26.3594	LV	48
LV50	geonamesandpostcodeinfo	address	56.8133	24.8663	LV	50
LV53	geonamesandpostcodeinfo	address	56.306	26.6849	LV	53
LV46	geonamesandpostcodeinfo	address	56.5036	27.2609	LV	46
LV38	geonamesandpostcodeinfo	address	56.6232	22.4294	LV	38
LV32	geonamesandpostcodeinfo	address	57.3413	22.5925	LV	32
LV31	geonamesandpostcodeinfo	address	56.9457	23.0789	LV	31
LV47	geonamesandpostcodeinfo	address	57.5815	25.9127	LV	47
LV36	geonamesandpostcodeinfo	address	57.3736	21.668	LV	36
LV21	geonamesandpostcodeinfo	address	57.0015	24.3413	LV	21
LV34	geonamesandpostcodeinfo	address	56.508	21.1544	LV	34
LV20	geonamesandpostcodeinfo	address	56.9652	23.6085	LV	20
LV42	geonamesandpostcodeinfo	address	57.5859	25.3872	LV	42
LV10	geonamesandpostcodeinfo	address	56.9646	24.1867	LV	10
MC98	geonamesandpostcodeinfo	address	43.7323	7.4215	MC	98
MD20	geonamesandpostcodeinfo	address	47.0458	28.885	MD	20
MD30	geonamesandpostcodeinfo	address	48.139	28.2035	MD	30
MD31	geonamesandpostcodeinfo	address	47.7729	27.9757	MD	31
MD32	geonamesandpostcodeinfo	address	46.8384	29.4607	MD	32
MD33	geonamesandpostcodeinfo	address	46.7508	29.7018	MD	33
MD34	geonamesandpostcodeinfo	address	46.8362	28.3677	MD	34
MD35	geonamesandpostcodeinfo	address	47.417	28.7907	MD	35
MD36	geonamesandpostcodeinfo	address	47.309	27.8926	MD	36
MD37	geonamesandpostcodeinfo	address	47.1895	28.5796	MD	37
MD38	geonamesandpostcodeinfo	address	46.2314	28.6151	MD	38
MD39	geonamesandpostcodeinfo	address	45.9742	28.2917	MD	39
MD40	geonamesandpostcodeinfo	address	47.143	29.4385	MD	40
MD41	geonamesandpostcodeinfo	address	46.6098	28.734	MD	41
MD42	geonamesandpostcodeinfo	address	46.5266	29.7083	MD	42
MD43	geonamesandpostcodeinfo	address	46.6675	29.3437	MD	43
MD44	geonamesandpostcodeinfo	address	47.2942	28.2847	MD	44
MD45	geonamesandpostcodeinfo	address	47.32	29.1792	MD	45
MD46	geonamesandpostcodeinfo	address	48.1343	27.2614	MD	46
MD47	geonamesandpostcodeinfo	address	48.2822	27.0076	MD	47
MD48	geonamesandpostcodeinfo	address	47.1462	28.9912	MD	48
MD49	geonamesandpostcodeinfo	address	47.7353	27.4773	MD	49
MD50	geonamesandpostcodeinfo	address	47.867	28.2832	MD	50
MD51	geonamesandpostcodeinfo	address	48.2387	27.7274	MD	51
MD52	geonamesandpostcodeinfo	address	48.0394	27.8827	MD	52
MD53	geonamesandpostcodeinfo	address	45.6873	28.3438	MD	53
MD54	geonamesandpostcodeinfo	address	47.684	28.8579	MD	54
MD55	geonamesandpostcodeinfo	address	47.7463	29.097	MD	55
MD56	geonamesandpostcodeinfo	address	47.9124	27.4811	MD	56
MD57	geonamesandpostcodeinfo	address	46.773	29.7771	MD	57
MD58	geonamesandpostcodeinfo	address	47.5537	28.4311	MD	58
MD59	geonamesandpostcodeinfo	address	47.5589	27.728	MD	59
MD61	geonamesandpostcodeinfo	address	46.0864	28.7917	MD	61
MD62	geonamesandpostcodeinfo	address	47.6624	28.1379	MD	62
MD63	geonamesandpostcodeinfo	address	46.5318	28.4296	MD	63
MD64	geonamesandpostcodeinfo	address	47.0744	28.1687	MD	64
MD65	geonamesandpostcodeinfo	address	46.9143	29.2152	MD	65
MD66	geonamesandpostcodeinfo	address	48.0017	28.6497	MD	66
MD67	geonamesandpostcodeinfo	address	46.4405	28.9282	MD	67
MD68	geonamesandpostcodeinfo	address	46.9067	28.7706	MD	68
MD71	geonamesandpostcodeinfo	address	48.3276	27.531	MD	71
MD72	geonamesandpostcodeinfo	address	47.8387	28.6744	MD	72
MD73	geonamesandpostcodeinfo	address	46.2304	28.3166	MD	73
MD74	geonamesandpostcodeinfo	address	45.9218	28.5723	MD	74
MD77	geonamesandpostcodeinfo	address	46.6981	29.0531	MD	77
MH96	geonamesandpostcodeinfo	address	11.1405	166.4103	MH	96
MK10	geonamesandpostcodeinfo	address	41.9651	21.4785	MK	10
MK12	geonamesandpostcodeinfo	address	41.8835	20.9395	MK	12
MK13	geonamesandpostcodeinfo	address	42.153	21.9029	MK	13
MK14	geonamesandpostcodeinfo	address	41.4466	22.0786	MK	14
MK20	geonamesandpostcodeinfo	address	41.7458	22.1958	MK	20
MK22	geonamesandpostcodeinfo	address	41.8721	22.0758	MK	22
MK23	geonamesandpostcodeinfo	address	41.8544	22.6	MK	23
MK24	geonamesandpostcodeinfo	address	41.4602	22.5893	MK	24
MK60	geonamesandpostcodeinfo	address	41.1172	20.8019	MK	60
MK62	geonamesandpostcodeinfo	address	41.5182	21.0702	MK	62
MK63	geonamesandpostcodeinfo	address	41.224	20.7109	MK	63
MK65	geonamesandpostcodeinfo	address	41.5722	21.1657	MK	65
MK70	geonamesandpostcodeinfo	address	41.0311	21.3403	MK	70
MK72	geonamesandpostcodeinfo	address	41.095	21.3823	MK	72
MK73	geonamesandpostcodeinfo	address	41.0186	21.0637	MK	73
MK75	geonamesandpostcodeinfo	address	41.3388	21.451	MK	75
MP96	geonamesandpostcodeinfo	address	14.7838	145.5193	MP	96
MQ97	geonamesandpostcodeinfo	address	14.6269	-61.0533	MQ	97
MT104	geonamesandpostcodeinfo	address	35.9333	14.4087	MT	104
MT110	geonamesandpostcodeinfo	address	35.9396	14.4009	MT	110
MT111	geonamesandpostcodeinfo	address	35.9409	14.3901	MT	111
MT113	geonamesandpostcodeinfo	address	35.9139	14.4393	MT	113
MT114	geonamesandpostcodeinfo	address	35.9275	14.4196	MT	114
MT115	geonamesandpostcodeinfo	address	35.911	14.4407	MT	115
MT116	geonamesandpostcodeinfo	address	35.9106	14.4537	MT	116
MT117	geonamesandpostcodeinfo	address	35.8886	14.4646	MT	117
MT118	geonamesandpostcodeinfo	address	35.9188	14.44	MT	118
MT121	geonamesandpostcodeinfo	address	35.9148	14.4201	MT	121
MT124	geonamesandpostcodeinfo	address	35.9256	14.4123	MT	124
MT129	geonamesandpostcodeinfo	address	35.8903	14.4839	MT	129
MT135	geonamesandpostcodeinfo	address	35.9266	14.4132	MT	135
MT140	geonamesandpostcodeinfo	address	35.9227	14.4193	MT	140
MT142	geonamesandpostcodeinfo	address	35.9478	14.3936	MT	142
MT149	geonamesandpostcodeinfo	address	35.8615	14.4876	MT	149
MT151	geonamesandpostcodeinfo	address	35.9084	14.4354	MT	151
MT160	geonamesandpostcodeinfo	address	35.8926	14.4586	MT	160
MT161	geonamesandpostcodeinfo	address	35.9201	14.4263	MT	161
MT180	geonamesandpostcodeinfo	address	35.909	14.4322	MT	180
MT181	geonamesandpostcodeinfo	address	35.8825	14.4605	MT	181
MT186	geonamesandpostcodeinfo	address	35.8767	14.4836	MT	186
MT192	geonamesandpostcodeinfo	address	35.8846	14.4686	MT	192
MT193	geonamesandpostcodeinfo	address	35.928	14.4312	MT	193
MT195	geonamesandpostcodeinfo	address	35.8844	14.4627	MT	195
MT202	geonamesandpostcodeinfo	address	35.91	14.4193	MT	202
MT205	geonamesandpostcodeinfo	address	35.9184	14.4357	MT	205
MT206	geonamesandpostcodeinfo	address	35.896	14.4574	MT	206
MT207	geonamesandpostcodeinfo	address	35.8965	14.4506	MT	207
MT209	geonamesandpostcodeinfo	address	35.9463	14.3877	MT	209
MT220	geonamesandpostcodeinfo	address	35.8938	14.449	MT	220
MT223	geonamesandpostcodeinfo	address	35.9308	14.4181	MT	223
MT226	geonamesandpostcodeinfo	address	35.8677	14.4714	MT	226
MT235	geonamesandpostcodeinfo	address	35.9041	14.4295	MT	235
MT246	geonamesandpostcodeinfo	address	35.9743	14.3464	MT	246
MT248	geonamesandpostcodeinfo	address	35.9123	14.4326	MT	248
MT264	geonamesandpostcodeinfo	address	35.8884	14.4323	MT	264
MT268	geonamesandpostcodeinfo	address	35.9307	14.3842	MT	268
MT271	geonamesandpostcodeinfo	address	36.0335	14.2778	MT	271
MT274	geonamesandpostcodeinfo	address	35.8826	14.4916	MT	274
MT278	geonamesandpostcodeinfo	address	35.8774	14.4672	MT	278
MT279	geonamesandpostcodeinfo	address	35.8705	14.492	MT	279
MT281	geonamesandpostcodeinfo	address	35.938	14.3881	MT	281
MT282	geonamesandpostcodeinfo	address	35.9015	14.4118	MT	282
MT283	geonamesandpostcodeinfo	address	35.8895	14.4587	MT	283
MT285	geonamesandpostcodeinfo	address	35.8784	14.4391	MT	285
MT292	geonamesandpostcodeinfo	address	35.8705	14.4678	MT	292
MT296	geonamesandpostcodeinfo	address	35.9263	14.4125	MT	296
MT297	geonamesandpostcodeinfo	address	35.8924	14.4431	MT	297
MT300	geonamesandpostcodeinfo	address	35.8893	14.4649	MT	300
MT311	geonamesandpostcodeinfo	address	35.9214	14.4473	MT	311
MT313	geonamesandpostcodeinfo	address	35.8764	14.4788	MT	313
MT489	geonamesandpostcodeinfo	address	35.8924	14.4431	MT	489
MT902	geonamesandpostcodeinfo	address	35.9286	14.401	MT	902
MT905	geonamesandpostcodeinfo	address	35.9006	14.4549	MT	905
MT909	geonamesandpostcodeinfo	address	35.9322	14.3971	MT	909
MT400	geonamesandpostcodeinfo	address	35.9099	14.4104	MT	400
MT102	geonamesandpostcodeinfo	address	35.9396	14.4011	MT	102
MT103	geonamesandpostcodeinfo	address	35.9294	14.416	MT	103
MT105	geonamesandpostcodeinfo	address	35.9321	14.418	MT	105
MT106	geonamesandpostcodeinfo	address	35.9222	14.4263	MT	106
MT120	geonamesandpostcodeinfo	address	35.9248	14.4202	MT	120
MT125	geonamesandpostcodeinfo	address	35.9106	14.4361	MT	125
MT126	geonamesandpostcodeinfo	address	35.9179	14.4359	MT	126
MT127	geonamesandpostcodeinfo	address	35.9147	14.4335	MT	127
MT134	geonamesandpostcodeinfo	address	35.9244	14.4212	MT	134
MT136	geonamesandpostcodeinfo	address	35.9097	14.4334	MT	136
MT141	geonamesandpostcodeinfo	address	35.9278	14.4081	MT	141
MT145	geonamesandpostcodeinfo	address	35.9247	14.4184	MT	145
MT152	geonamesandpostcodeinfo	address	35.9207	14.4228	MT	152
MT153	geonamesandpostcodeinfo	address	35.8772	14.4814	MT	153
MT163	geonamesandpostcodeinfo	address	35.8874	14.4637	MT	163
MT164	geonamesandpostcodeinfo	address	35.9078	14.4464	MT	164
MT166	geonamesandpostcodeinfo	address	35.9254	14.4324	MT	166
MT170	geonamesandpostcodeinfo	address	35.9293	14.4108	MT	170
MT173	geonamesandpostcodeinfo	address	35.8894	14.4703	MT	173
MT901	geonamesandpostcodeinfo	address	35.9405	14.3845	MT	901
MT101	geonamesandpostcodeinfo	address	35.9282	14.4144	MT	101
MT107	geonamesandpostcodeinfo	address	35.9178	14.4243	MT	107
MT109	geonamesandpostcodeinfo	address	35.9101	14.4482	MT	109
MT112	geonamesandpostcodeinfo	address	35.9349	14.4058	MT	112
MT119	geonamesandpostcodeinfo	address	35.895	14.457	MT	119
MT122	geonamesandpostcodeinfo	address	35.9256	14.4231	MT	122
MT123	geonamesandpostcodeinfo	address	35.9327	14.4147	MT	123
MT130	geonamesandpostcodeinfo	address	35.929	14.4155	MT	130
MT132	geonamesandpostcodeinfo	address	35.9493	14.3908	MT	132
MT137	geonamesandpostcodeinfo	address	35.9071	14.4171	MT	137
MT143	geonamesandpostcodeinfo	address	35.9332	14.4134	MT	143
MT146	geonamesandpostcodeinfo	address	35.9057	14.4576	MT	146
MT147	geonamesandpostcodeinfo	address	35.8942	14.4768	MT	147
MT148	geonamesandpostcodeinfo	address	35.9159	14.4511	MT	148
MT150	geonamesandpostcodeinfo	address	35.9165	14.419	MT	150
MT157	geonamesandpostcodeinfo	address	35.9078	14.4184	MT	157
MT174	geonamesandpostcodeinfo	address	35.9055	14.4467	MT	174
MT183	geonamesandpostcodeinfo	address	35.8994	14.4409	MT	183
MT184	geonamesandpostcodeinfo	address	35.9191	14.4225	MT	184
MT203	geonamesandpostcodeinfo	address	35.8944	14.4609	MT	203
MT210	geonamesandpostcodeinfo	address	35.9503	14.376	MT	210
MT211	geonamesandpostcodeinfo	address	35.9315	14.4062	MT	211
MT213	geonamesandpostcodeinfo	address	35.9403	14.3879	MT	213
MT214	geonamesandpostcodeinfo	address	35.9327	14.4018	MT	214
MT216	geonamesandpostcodeinfo	address	35.8959	14.444	MT	216
MT217	geonamesandpostcodeinfo	address	35.9205	14.4312	MT	217
MT156	geonamesandpostcodeinfo	address	35.9009	14.4514	MT	156
MT159	geonamesandpostcodeinfo	address	35.8935	14.4102	MT	159
MT162	geonamesandpostcodeinfo	address	35.9083	14.4495	MT	162
MT165	geonamesandpostcodeinfo	address	35.8879	14.4739	MT	165
MT218	geonamesandpostcodeinfo	address	35.8936	14.4747	MT	218
MT219	geonamesandpostcodeinfo	address	35.8967	14.4625	MT	219
MT222	geonamesandpostcodeinfo	address	35.9162	14.4357	MT	222
MT224	geonamesandpostcodeinfo	address	35.9326	14.3977	MT	224
MT225	geonamesandpostcodeinfo	address	35.9157	14.4265	MT	225
MT227	geonamesandpostcodeinfo	address	35.9251	14.4154	MT	227
MT228	geonamesandpostcodeinfo	address	35.873	14.4873	MT	228
MT229	geonamesandpostcodeinfo	address	35.9085	14.4263	MT	229
MT231	geonamesandpostcodeinfo	address	35.9045	14.4185	MT	231
MT234	geonamesandpostcodeinfo	address	35.9129	14.435	MT	234
MT243	geonamesandpostcodeinfo	address	35.9483	14.3823	MT	243
MT244	geonamesandpostcodeinfo	address	35.9472	14.3913	MT	244
MT253	geonamesandpostcodeinfo	address	35.9322	14.3853	MT	253
MT256	geonamesandpostcodeinfo	address	35.9901	14.3237	MT	256
MT262	geonamesandpostcodeinfo	address	35.9326	14.3922	MT	262
MT263	geonamesandpostcodeinfo	address	35.9258	14.41	MT	263
MT276	geonamesandpostcodeinfo	address	35.8713	14.4967	MT	276
MT284	geonamesandpostcodeinfo	address	35.9271	14.4115	MT	284
MT286	geonamesandpostcodeinfo	address	35.8679	14.4687	MT	286
MT289	geonamesandpostcodeinfo	address	35.8967	14.4625	MT	289
MT345	geonamesandpostcodeinfo	address	35.9086	14.4412	MT	345
