name	source	postalcode	layer	lat	lon
GBLL18	geonames2d	LL18	postalcode	53.2914	-3.4547
GBLL19	geonames2d	LL19	postalcode	53.3274	-3.408
GBCF81	geonames2d	CF81	postalcode	51.7105	-3.265
GBCF44	geonames2d	CF44	postalcode	51.7327	-3.4829
GBSA11	geonames2d	SA11	postalcode	51.708	-3.6944
GBSA12	geonames2d	SA12	postalcode	51.6118	-3.7703
GBCF48	geonames2d	CF48	postalcode	51.7303	-3.372
GBCF45	geonames2d	CF45	postalcode	51.6511	-3.3584
GBSA10	geonames2d	SA10	postalcode	51.7142	-3.7204
GBCF32	geonames2d	CF32	postalcode	51.5367	-3.5931
GBSA13	geonames2d	SA13	postalcode	51.6332	-3.6709
GBCF71	geonames2d	CF71	postalcode	51.4573	-3.4723
GBCF83	geonames2d	CF83	postalcode	51.5929	-3.2334
GBCF64	geonames2d	CF64	postalcode	51.4291	-3.2227
GBCF34	geonames2d	CF34	postalcode	51.6031	-3.6485
GBCF62	geonames2d	CF62	postalcode	51.4029	-3.3707
GBCF38	geonames2d	CF38	postalcode	51.5543	-3.3453
GBCF35	geonames2d	CF35	postalcode	51.5187	-3.5275
GBCF43	geonames2d	CF43	postalcode	51.6679	-3.4671
GBCF82	geonames2d	CF82	postalcode	51.6483	-3.2391
GBCF39	geonames2d	CF39	postalcode	51.6018	-3.4622
GBCF37	geonames2d	CF37	postalcode	51.6138	-3.3598
GBCF72	geonames2d	CF72	postalcode	51.5301	-3.4084
GBCF33	geonames2d	CF33	postalcode	51.5216	-3.6972
GBCF61	geonames2d	CF61	postalcode	51.4116	-3.491
GBCF47	geonames2d	CF47	postalcode	51.7479	-3.3778
GBCF46	geonames2d	CF46	postalcode	51.6741	-3.3016
GBCF31	geonames2d	CF31	postalcode	51.5077	-3.5777
GBCF36	geonames2d	CF36	postalcode	51.4845	-3.6951
GBCF42	geonames2d	CF42	postalcode	51.668	-3.5248
GBCF40	geonames2d	CF40	postalcode	51.6273	-3.4619
GBGL6	geonames2d	GL6	postalcode	51.7385	-2.1929
GBGL10	geonames2d	GL10	postalcode	51.7495	-2.2624
GBGL54	geonames2d	GL54	postalcode	51.887	-1.8606
GBGL7	geonames2d	GL7	postalcode	51.7167	-1.8807
GBBS20	geonames2d	BS20	postalcode	51.473	-2.7382
GBGL55	geonames2d	GL55	postalcode	52.0581	-1.775
GBGL16	geonames2d	GL16	postalcode	51.7987	-2.5732
GBGL19	geonames2d	GL19	postalcode	51.9433	-2.2588
GBGL53	geonames2d	GL53	postalcode	51.8192	-2.0543
GBGL2	geonames2d	GL2	postalcode	51.8601	-2.275
GBGL51	geonames2d	GL51	postalcode	51.9027	-2.1233
GBGL14	geonames2d	GL14	postalcode	51.8153	-2.4677
GBBS37	geonames2d	BS37	postalcode	51.5403	-2.4434
GBGL56	geonames2d	GL56	postalcode	51.9797	-1.6969
GBGL17	geonames2d	GL17	postalcode	51.8571	-2.504
GBGL1	geonames2d	GL1	postalcode	51.8657	-2.2431
GBGL18	geonames2d	GL18	postalcode	51.9448	-2.4167
GBGL52	geonames2d	GL52	postalcode	51.9198	-2.0529
GBGL20	geonames2d	GL20	postalcode	52.0184	-2.0939
GBGL3	geonames2d	GL3	postalcode	51.8532	-2.1639
GBGL8	geonames2d	GL8	postalcode	51.6457	-2.1886
GBBS15	geonames2d	BS15	postalcode	51.5393	-2.4378
GBGL12	geonames2d	GL12	postalcode	51.6217	-2.3947
GBBS4	geonames2d	BS4	postalcode	51.4345	-2.5553
GBBS16	geonames2d	BS16	postalcode	51.4909	-2.5036
GBGL4	geonames2d	GL4	postalcode	51.8271	-2.1878
GBGL15	geonames2d	GL15	postalcode	51.735	-2.559
GBGL9	geonames2d	GL9	postalcode	51.5585	-2.2955
GBBS30	geonames2d	BS30	postalcode	51.4477	-2.4622
GBGL13	geonames2d	GL13	postalcode	51.6848	-2.4687
GBBS6	geonames2d	BS6	postalcode	51.4656	-2.5991
GBGL5	geonames2d	GL5	postalcode	51.7366	-2.2198
GBGL11	geonames2d	GL11	postalcode	51.6897	-2.3541
GBBS49	geonames2d	BS49	postalcode	51.389	-2.8187
GBLL54	geonames2d	LL54	postalcode	53.0164	-4.2483
GBLL55	geonames2d	LL55	postalcode	53.1292	-4.1951
GBSP6	geonames2d	SP6	postalcode	50.9392	-1.8047
GBGU46	geonames2d	GU46	postalcode	51.343	-0.8298
GBSO32	geonames2d	SO32	postalcode	50.9768	-1.1862
GBRG25	geonames2d	RG25	postalcode	51.2171	-1.1128
GBPO7	geonames2d	PO7	postalcode	50.8954	-1.0532
GBPO9	geonames2d	PO9	postalcode	50.8505	-0.9909
GBSO45	geonames2d	SO45	postalcode	50.8213	-1.3774
GBRG27	geonames2d	RG27	postalcode	51.305	-0.9511
GBSO41	geonames2d	SO41	postalcode	50.7577	-1.5714
GBPO6	geonames2d	PO6	postalcode	50.8473	-1.0605
GBGU34	geonames2d	GU34	postalcode	51.1341	-0.9863
GBSP11	geonames2d	SP11	postalcode	51.2344	-1.476
GBPO12	geonames2d	PO12	postalcode	50.7918	-1.1394
GBGU33	geonames2d	GU33	postalcode	51.0432	-0.9172
GBRG29	geonames2d	RG29	postalcode	51.2383	-0.9518
GBSO24	geonames2d	SO24	postalcode	51.0918	-1.1497
GBBH24	geonames2d	BH24	postalcode	50.8428	-1.7857
GBRG26	geonames2d	RG26	postalcode	51.3139	-1.1673
GBSO19	geonames2d	SO19	postalcode	50.8993	-1.3671
GBSO21	geonames2d	SO21	postalcode	51.0881	-1.3001
GBRG22	geonames2d	RG22	postalcode	51.2487	-1.1244
GBSO51	geonames2d	SO51	postalcode	51.0154	-1.4941
GBSO20	geonames2d	SO20	postalcode	51.1043	-1.5009
GBSO23	geonames2d	SO23	postalcode	51.0761	-1.3141
GBGU35	geonames2d	GU35	postalcode	51.1243	-0.8425
GBBH11	geonames2d	BH11	postalcode	50.7655	-1.9096
GBRG23	geonames2d	RG23	postalcode	51.25	-1.1884
GBRG24	geonames2d	RG24	postalcode	51.2874	-1.0816
GBSO31	geonames2d	SO31	postalcode	50.8705	-1.3137
GBSO22	geonames2d	SO22	postalcode	51.0667	-1.3544
GBGU32	geonames2d	GU32	postalcode	51.0094	-0.9793
GBBH23	geonames2d	BH23	postalcode	50.7611	-1.7468
GBGU31	geonames2d	GU31	postalcode	50.9863	-0.8771
GBPO13	geonames2d	PO13	postalcode	50.8144	-1.1887
GBSO16	geonames2d	SO16	postalcode	50.9603	-1.437
GBSO40	geonames2d	SO40	postalcode	50.9125	-1.5134
GBPO14	geonames2d	PO14	postalcode	50.8339	-1.2352
GBRG28	geonames2d	RG28	postalcode	51.245	-1.3301
GBHR2	geonames2d	HR2	postalcode	51.9833	-2.7965
GBHR3	geonames2d	HR3	postalcode	52.0875	-3.0493
GBHR4	geonames2d	HR4	postalcode	52.1011	-2.8
GBHR1	geonames2d	HR1	postalcode	52.0817	-2.6133
GBWD2	geonames2d	WD2	postalcode	51.6742	-0.3772
GBSG8	geonames2d	SG8	postalcode	52.0721	-0.0232
GBSG11	geonames2d	SG11	postalcode	51.894	0.0461
GBHP23	geonames2d	HP23	postalcode	51.7986	-0.6616
GBCM21	geonames2d	CM21	postalcode	51.8165	0.1396
GBSG9	geonames2d	SG9	postalcode	51.9493	-0.0065
GBHP3	geonames2d	HP3	postalcode	51.732	-0.4895
GBSG5	geonames2d	SG5	postalcode	51.9703	-0.3272
GBSG2	geonames2d	SG2	postalcode	51.9004	-0.1444
GBEN5	geonames2d	EN5	postalcode	51.652	-0.1943
GBSG7	geonames2d	SG7	postalcode	52.0119	-0.1739
GBAL6	geonames2d	AL6	postalcode	51.8257	-0.2137
GBHP4	geonames2d	HP4	postalcode	51.7741	-0.5698
GBSG12	geonames2d	SG12	postalcode	51.8193	-0.0072
GBSG3	geonames2d	SG3	postalcode	51.8569	-0.175
GBAL8	geonames2d	AL8	postalcode	51.8126	-0.1993
GBEN4	geonames2d	EN4	postalcode	51.6506	-0.158
GBCM22	geonames2d	CM22	postalcode	51.8653	0.2196
GBWD6	geonames2d	WD6	postalcode	51.6507	-0.2835
GBSG13	geonames2d	SG13	postalcode	51.766	-0.0789
GBAL9	geonames2d	AL9	postalcode	51.7482	-0.2129
GBCM23	geonames2d	CM23	postalcode	51.8954	0.1562
GBAL3	geonames2d	AL3	postalcode	51.8154	-0.4184
GBEN7	geonames2d	EN7	postalcode	51.7119	-0.0689
GBAL2	geonames2d	AL2	postalcode	51.7206	-0.3149
GBHP2	geonames2d	HP2	postalcode	51.7639	-0.4531
GBSG4	geonames2d	SG4	postalcode	51.9139	-0.2338
GBHP1	geonames2d	HP1	postalcode	51.7624	-0.4916
GBSG10	geonames2d	SG10	postalcode	51.8541	0.0719
GBWD4	geonames2d	WD4	postalcode	51.7089	-0.4706
GBAL5	geonames2d	AL5	postalcode	51.8168	-0.3571
GBSG6	geonames2d	SG6	postalcode	51.9869	-0.2175
GBSG14	geonames2d	SG14	postalcode	51.8116	-0.1168
GBWD3	geonames2d	WD3	postalcode	51.6511	-0.49
GBAL4	geonames2d	AL4	postalcode	51.7768	-0.2843
GBWD7	geonames2d	WD7	postalcode	51.6886	-0.3047
GBEN11	geonames2d	EN11	postalcode	51.7644	-0.0097
GBEN10	geonames2d	EN10	postalcode	51.7398	-0.0217
GBIV26	geonames2d	IV26	postalcode	57.983	-5.2909
GBIV12	geonames2d	IV12	postalcode	57.5036	-3.8826
GBPH26	geonames2d	PH26	postalcode	57.3329	-3.6013
GBPH24	geonames2d	PH24	postalcode	57.2503	-3.7556
GBPH22	geonames2d	PH22	postalcode	57.1908	-3.8188
GBIV51	geonames2d	IV51	postalcode	57.5191	-6.3162
GBPH23	geonames2d	PH23	postalcode	57.282	-3.8137
GBIV11	geonames2d	IV11	postalcode	57.6776	-4.0384
GBHS9	geonames2d	HS9	postalcode	56.9703	-7.4733
GBIV1	geonames2d	IV1	postalcode	57.4801	-4.2496
GBIV5	geonames2d	IV5	postalcode	57.4766	-4.4132
GBIV43	geonames2d	IV43	postalcode	57.1741	-5.841
GBIV49	geonames2d	IV49	postalcode	57.2104	-6.0054
GBIV4	geonames2d	IV4	postalcode	57.4176	-4.6372
GBPH20	geonames2d	PH20	postalcode	57.0542	-4.173
GBIV47	geonames2d	IV47	postalcode	57.288	-6.3522
GBPH21	geonames2d	PH21	postalcode	57.1183	-3.9882
GBPH33	geonames2d	PH33	postalcode	56.7853	-5.1673
GBIV55	geonames2d	IV55	postalcode	57.4616	-6.6226
GBPH31	geonames2d	PH31	postalcode	56.893	-4.8076
GBIV13	geonames2d	IV13	postalcode	57.3024	-4.0657
GBHS3	geonames2d	HS3	postalcode	57.874	-6.8538
GBPH32	geonames2d	PH32	postalcode	57.1431	-4.6822
GBPH43	geonames2d	PH43	postalcode	57.0154	-6.2815
GBHS8	geonames2d	HS8	postalcode	57.275	-7.3417
GBIV99	geonames2d	IV99	postalcode	57.4813	-4.224
GBHS6	geonames2d	HS6	postalcode	57.5962	-7.3026
GBPH35	geonames2d	PH35	postalcode	57.0808	-4.9076
GBPH34	geonames2d	PH34	postalcode	56.9259	-4.9365
GBPH38	geonames2d	PH38	postalcode	56.8583	-5.7113
GBPH41	geonames2d	PH41	postalcode	57.0126	-5.7885
GBIV3	geonames2d	IV3	postalcode	57.4634	-4.2687
GBIV2	geonames2d	IV2	postalcode	57.4347	-4.3027
GBIV63	geonames2d	IV63	postalcode	57.3014	-4.5388
GBPH25	geonames2d	PH25	postalcode	57.2649	-3.6561
GBIV46	geonames2d	IV46	postalcode	57.1177	-5.9805
GBIV56	geonames2d	IV56	postalcode	57.3643	-6.3967
GBPH37	geonames2d	PH37	postalcode	56.8315	-5.5114
GBPH42	geonames2d	PH42	postalcode	56.897	-6.1415
GBPH39	geonames2d	PH39	postalcode	56.9098	-5.8459
GBHS5	geonames2d	HS5	postalcode	57.7657	-7.0115
GBPO36	geonames2d	PO36	postalcode	50.6662	-1.1743
GBPO35	geonames2d	PO35	postalcode	50.6863	-1.0828
GBPO38	geonames2d	PO38	postalcode	50.6075	-1.2519
GBPO33	geonames2d	PO33	postalcode	50.7247	-1.2041
GBPO31	geonames2d	PO31	postalcode	50.7549	-1.3112
GBPO41	geonames2d	PO41	postalcode	50.7014	-1.48
GBPO32	geonames2d	PO32	postalcode	50.7486	-1.2772
GBPO40	geonames2d	PO40	postalcode	50.6856	-1.5172
GBPO37	geonames2d	PO37	postalcode	50.6261	-1.1785
GBPO34	geonames2d	PO34	postalcode	50.7156	-1.1151
GBPO39	geonames2d	PO39	postalcode	50.6847	-1.5369
GBTR23	geonames2d	TR23	postalcode	49.9533	-6.3528
GBTR25	geonames2d	TR25	postalcode	49.9642	-6.2933
GBTR21	geonames2d	TR21	postalcode	49.9145	-6.3114
GBTR22	geonames2d	TR22	postalcode	49.8925	-6.3448
GBTR24	geonames2d	TR24	postalcode	49.9487	-6.3311
GBCT7	geonames2d	CT7	postalcode	51.3557	1.2769
GBCT18	geonames2d	CT18	postalcode	51.1279	1.1211
GBME19	geonames2d	ME19	postalcode	51.3014	0.3965
GBCT3	geonames2d	CT3	postalcode	51.3012	1.1629
GBTN25	geonames2d	TN25	postalcode	51.1448	0.9226
GBCT15	geonames2d	CT15	postalcode	51.1755	1.2735
GBME3	geonames2d	ME3	postalcode	51.4386	0.5568
GBTN26	geonames2d	TN26	postalcode	51.1119	0.7513
GBTN15	geonames2d	TN15	postalcode	51.3068	0.2847
GBTN30	geonames2d	TN30	postalcode	51.0275	0.7208
GBTN24	geonames2d	TN24	postalcode	51.1513	0.8911
GBTN3	geonames2d	TN3	postalcode	51.1027	0.1893
GBME20	geonames2d	ME20	postalcode	51.303	0.4618
GBDA2	geonames2d	DA2	postalcode	51.4295	0.2391
GBME13	geonames2d	ME13	postalcode	51.2887	0.9032
GBDA1	geonames2d	DA1	postalcode	51.4477	0.1994
GBCT14	geonames2d	CT14	postalcode	51.2156	1.3695
GBME15	geonames2d	ME15	postalcode	51.2472	0.5086
GBCT4	geonames2d	CT4	postalcode	51.2226	1.048
GBME14	geonames2d	ME14	postalcode	51.2835	0.5568
GBME9	geonames2d	ME9	postalcode	51.3224	0.718
GBCT16	geonames2d	CT16	postalcode	51.1471	1.2897
GBBR6	geonames2d	BR6	postalcode	51.3655	0.0975
GBTN11	geonames2d	TN11	postalcode	51.2016	0.2628
GBTN13	geonames2d	TN13	postalcode	51.2812	0.1781
GBTN29	geonames2d	TN29	postalcode	51.0136	0.9076
GBTN14	geonames2d	TN14	postalcode	51.298	0.1373
GBTN17	geonames2d	TN17	postalcode	51.0964	0.5439
GBDA13	geonames2d	DA13	postalcode	51.3622	0.3476
GBME10	geonames2d	ME10	postalcode	51.345	0.7385
GBME18	geonames2d	ME18	postalcode	51.2479	0.4054
GBBR2	geonames2d	BR2	postalcode	51.37	0.0235
GBCT10	geonames2d	CT10	postalcode	51.3687	1.4355
GBTN23	geonames2d	TN23	postalcode	51.1301	0.8432
GBME17	geonames2d	ME17	postalcode	51.2415	0.6193
GBTN12	geonames2d	TN12	postalcode	51.1719	0.4354
GBDA3	geonames2d	DA3	postalcode	51.3596	0.3136
GBTN28	geonames2d	TN28	postalcode	50.9846	0.9522
GBTN18	geonames2d	TN18	postalcode	51.0388	0.5378
GBDA14	geonames2d	DA14	postalcode	51.4225	0.1107
GBDA10	geonames2d	DA10	postalcode	51.4463	0.3255
GBCT5	geonames2d	CT5	postalcode	51.3565	1.04
GBTN2	geonames2d	TN2	postalcode	51.143	0.3219
GBDA11	geonames2d	DA11	postalcode	51.4349	0.3513
GBTN27	geonames2d	TN27	postalcode	51.1705	0.7151
GBCT21	geonames2d	CT21	postalcode	51.0813	1.0513
GBME11	geonames2d	ME11	postalcode	51.4162	0.7477
GBME2	geonames2d	ME2	postalcode	51.3725	0.4655
GBAB39	geonames2d	AB39	postalcode	56.9773	-2.2184
GBAB30	geonames2d	AB30	postalcode	56.8308	-2.5582
GBAB31	geonames2d	AB31	postalcode	57.091	-2.5456
GBKY13	geonames2d	KY13	postalcode	56.2054	-3.4653
GBDG7	geonames2d	DG7	postalcode	54.9814	-3.9743
GBDG5	geonames2d	DG5	postalcode	54.8964	-3.7862
GBML12	geonames2d	ML12	postalcode	55.5258	-3.5645
GBG67	geonames2d	G67	postalcode	55.9468	-3.9905
GBML6	geonames2d	ML6	postalcode	55.877	-3.9254
GBML3	geonames2d	ML3	postalcode	55.7668	-4.0269
GBML7	geonames2d	ML7	postalcode	55.8296	-3.7962
GBML9	geonames2d	ML9	postalcode	55.7029	-3.9512
GBG66	geonames2d	G66	postalcode	55.9403	-4.1542
GBG75	geonames2d	G75	postalcode	55.7511	-4.1977
GBML8	geonames2d	ML8	postalcode	55.7257	-3.8646
GBG62	geonames2d	G62	postalcode	55.9407	-4.3231
GBG15	geonames2d	G15	postalcode	55.9102	-4.3733
GBML10	geonames2d	ML10	postalcode	55.6795	-4.0854
GBG63	geonames2d	G63	postalcode	56.0365	-4.35
GBG68	geonames2d	G68	postalcode	55.9578	-4.0139
GBG76	geonames2d	G76	postalcode	55.7756	-4.2676
GBG74	geonames2d	G74	postalcode	55.7663	-4.1684
GBG72	geonames2d	G72	postalcode	55.801	-4.1299
GBG69	geonames2d	G69	postalcode	55.9011	-4.0946
GBG46	geonames2d	G46	postalcode	55.8037	-4.2949
GBG1	geonames2d	G1	postalcode	55.8565	-4.304
GBG12	geonames2d	G12	postalcode	55.8642	-4.3255
GBG13	geonames2d	G13	postalcode	55.8707	-4.3491
GBG2	geonames2d	G2	postalcode	55.8565	-4.304
GBG22	geonames2d	G22	postalcode	55.8565	-4.304
GBG23	geonames2d	G23	postalcode	55.8752	-4.3177
GBG3	geonames2d	G3	postalcode	55.8565	-4.304
GBG31	geonames2d	G31	postalcode	55.8525	-4.2797
GBG34	geonames2d	G34	postalcode	55.858	-4.2309
GBG4	geonames2d	G4	postalcode	55.8565	-4.304
GBG40	geonames2d	G40	postalcode	55.8482	-4.2869
GBG41	geonames2d	G41	postalcode	55.8428	-4.3173
GBG42	geonames2d	G42	postalcode	55.8401	-4.304
GBG44	geonames2d	G44	postalcode	55.8311	-4.3032
GBG5	geonames2d	G5	postalcode	55.8565	-4.304
GBG52	geonames2d	G52	postalcode	55.8479	-4.3503
GBG58	geonames2d	G58	postalcode	55.855	-4.2781
GBG9	geonames2d	G9	postalcode	55.8623	-4.2545
GBG90	geonames2d	G90	postalcode	55.8623	-4.2545
GBML5	geonames2d	ML5	postalcode	55.8782	-4.0354
GBG51	geonames2d	G51	postalcode	55.8633	-4.3124
GBG78	geonames2d	G78	postalcode	55.7752	-4.4612
GBG65	geonames2d	G65	postalcode	55.9736	-4.0581
GBML1	geonames2d	ML1	postalcode	55.8056	-3.9548
GBG77	geonames2d	G77	postalcode	55.7733	-4.3334
GBG20	geonames2d	G20	postalcode	55.8906	-4.2904
GBML2	geonames2d	ML2	postalcode	55.7657	-3.8963
GBML4	geonames2d	ML4	postalcode	55.8167	-4.0084
GBG53	geonames2d	G53	postalcode	55.8141	-4.3606
GBG70	geonames2d	G70	postalcode	55.9496	-3.9885
GBG60	geonames2d	G60	postalcode	55.9267	-4.4709
GBG11	geonames2d	G11	postalcode	55.8708	-4.3057
GBG43	geonames2d	G43	postalcode	55.8242	-4.2962
GBG73	geonames2d	G73	postalcode	55.8289	-4.2138
GBG32	geonames2d	G32	postalcode	55.85	-4.1833
GBG79	geonames2d	G79	postalcode	55.771	-4.2231
GBG21	geonames2d	G21	postalcode	55.8902	-4.2332
GBG33	geonames2d	G33	postalcode	55.889	-4.1521
GBG71	geonames2d	G71	postalcode	55.8112	-4.076
GBG64	geonames2d	G64	postalcode	55.9101	-4.2179
GBG14	geonames2d	G14	postalcode	55.8805	-4.3509
GBWN8	geonames2d	WN8	postalcode	53.5623	-2.766
GBLA15	geonames2d	LA15	postalcode	54.15	-3.1667
GBBB3	geonames2d	BB3	postalcode	53.7082	-2.4774
GBBL3	geonames2d	BL3	postalcode	53.5635	-2.378
GBOL3	geonames2d	OL3	postalcode	53.5558	-2.0102
GBLA13	geonames2d	LA13	postalcode	54.1178	-3.1516
GBM34	geonames2d	M34	postalcode	53.449	-2.1082
GBM20	geonames2d	M20	postalcode	53.4258	-2.2329
GBLA2	geonames2d	LA2	postalcode	54.051	-2.6217
GBBB7	geonames2d	BB7	postalcode	53.8846	-2.3838
GBL39	geonames2d	L39	postalcode	53.5948	-2.8854
GBM43	geonames2d	M43	postalcode	53.48	-2.1454
GBBB4	geonames2d	BB4	postalcode	53.6977	-2.2986
GBPR3	geonames2d	PR3	postalcode	53.9009	-2.7106
GBBL1	geonames2d	BL1	postalcode	53.5833	-2.4333
GBBB8	geonames2d	BB8	postalcode	53.8649	-2.1666
GBBB94	geonames2d	BB94	postalcode	53.9155	-2.1428
GBWA12	geonames2d	WA12	postalcode	53.4513	-2.6198
GBM30	geonames2d	M30	postalcode	53.4833	-2.3333
GBPR7	geonames2d	PR7	postalcode	53.6446	-2.667
GBBL0	geonames2d	BL0	postalcode	53.6549	-2.3128
GBBL7	geonames2d	BL7	postalcode	53.6359	-2.4446
GBPR2	geonames2d	PR2	postalcode	53.783	-2.6921
GBPR4	geonames2d	PR4	postalcode	53.7553	-2.8386
GBBB2	geonames2d	BB2	postalcode	53.7547	-2.5294
GBWN3	geonames2d	WN3	postalcode	53.5333	-2.6167
GBLA6	geonames2d	LA6	postalcode	54.1742	-2.6187
GBLA16	geonames2d	LA16	postalcode	54.1859	-3.2077
GBM44	geonames2d	M44	postalcode	53.4425	-2.4232
GBBL4	geonames2d	BL4	postalcode	53.5417	-2.3917
GBLA11	geonames2d	LA11	postalcode	54.2116	-2.9278
GBFY6	geonames2d	FY6	postalcode	53.8672	-2.9739
GBL34	geonames2d	L34	postalcode	53.4417	-2.8272
GBOL1	geonames2d	OL1	postalcode	53.5405	-2.1183
GBOL95	geonames2d	OL95	postalcode	53.5405	-2.1183
GBWN5	geonames2d	WN5	postalcode	53.4979	-2.7081
GBBB5	geonames2d	BB5	postalcode	53.7562	-2.372
GBLA3	geonames2d	LA3	postalcode	53.9963	-2.8177
GBLA12	geonames2d	LA12	postalcode	54.2082	-3.0659
GBLA20	geonames2d	LA20	postalcode	54.3504	-3.2012
GBM41	geonames2d	M41	postalcode	53.4492	-2.3688
GBLA14	geonames2d	LA14	postalcode	54.116	-3.2343
GBLA5	geonames2d	LA5	postalcode	54.1315	-2.7936
GBLE14	geonames2d	LE14	postalcode	52.7907	-0.8754
GBLE7	geonames2d	LE7	postalcode	52.6612	-1.0097
GBLE8	geonames2d	LE8	postalcode	52.5506	-1.0479
GBLE16	geonames2d	LE16	postalcode	52.5035	-0.8707
GBLE55	geonames2d	LE55	postalcode	52.715	-1.3721
GBLE65	geonames2d	LE65	postalcode	52.7559	-1.4553
GBLE17	geonames2d	LE17	postalcode	52.4729	-1.1698
GBLE10	geonames2d	LE10	postalcode	52.5139	-1.3412
GBLE2	geonames2d	LE2	postalcode	52.6018	-1.1167
GBLE3	geonames2d	LE3	postalcode	52.6325	-1.187
GBLE9	geonames2d	LE9	postalcode	52.5772	-1.274
GBLE67	geonames2d	LE67	postalcode	52.7098	-1.3721
GBLE12	geonames2d	LE12	postalcode	52.7819	-1.1845
GBLE6	geonames2d	LE6	postalcode	52.6655	-1.2327
GBLE94	geonames2d	LE94	postalcode	52.4837	-0.9055
GBLE5	geonames2d	LE5	postalcode	52.6474	-1.0865
GBLE18	geonames2d	LE18	postalcode	52.5724	-1.1044
GBLE1	geonames2d	LE1	postalcode	52.6116	-1.1685
GBLE19	geonames2d	LE19	postalcode	52.5846	-1.2053
GBLE11	geonames2d	LE11	postalcode	52.7667	-1.2
GBLE13	geonames2d	LE13	postalcode	52.7659	-0.8869
GBLE87	geonames2d	LE87	postalcode	52.6275	-1.1329
GBLE4	geonames2d	LE4	postalcode	52.6646	-1.1087
GBLN9	geonames2d	LN9	postalcode	53.2159	-0.1075
GBPE12	geonames2d	PE12	postalcode	52.7254	-0.0105
GBPE11	geonames2d	PE11	postalcode	52.8132	-0.2145
GBNG34	geonames2d	NG34	postalcode	52.9602	-0.3811
GBNG32	geonames2d	NG32	postalcode	52.9448	-0.6269
GBDN17	geonames2d	DN17	postalcode	53.603	-0.739
GBLN4	geonames2d	LN4	postalcode	53.1147	-0.3544
GBLN6	geonames2d	LN6	postalcode	53.1884	-0.6414
GBLN11	geonames2d	LN11	postalcode	53.3506	0.0093
GBPE10	geonames2d	PE10	postalcode	52.8043	-0.3773
GBPE20	geonames2d	PE20	postalcode	52.9607	-0.1308
GBLN13	geonames2d	LN13	postalcode	53.2744	0.1667
GBPE9	geonames2d	PE9	postalcode	52.6619	-0.463
GBLN2	geonames2d	LN2	postalcode	53.2648	-0.4993
GBDN40	geonames2d	DN40	postalcode	53.6277	-0.2572
GBLN1	geonames2d	LN1	postalcode	53.288	-0.6507
GBPE25	geonames2d	PE25	postalcode	53.1645	0.3344
GBNG33	geonames2d	NG33	postalcode	52.8189	-0.5717
GBPE24	geonames2d	PE24	postalcode	53.1739	0.2594
GBDN37	geonames2d	DN37	postalcode	53.5347	-0.1769
GBPE23	geonames2d	PE23	postalcode	53.173	0.0653
GBPE22	geonames2d	PE22	postalcode	53.0633	0.0102
GBLN8	geonames2d	LN8	postalcode	53.3884	-0.3392
GBDN38	geonames2d	DN38	postalcode	53.5559	-0.3884
GBLN3	geonames2d	LN3	postalcode	53.2551	-0.3794
GBDN21	geonames2d	DN21	postalcode	53.3989	-0.6538
GBLN7	geonames2d	LN7	postalcode	53.4894	-0.3411
GBLN10	geonames2d	LN10	postalcode	53.1523	-0.1923
GBDN15	geonames2d	DN15	postalcode	53.6008	-0.6371
GBDN39	geonames2d	DN39	postalcode	53.5731	-0.3013
GBNW8	geonames2d	NW8	postalcode	51.5299	-0.1747
GBSE2	geonames2d	SE2	postalcode	51.4884	0.1072
GBW3	geonames2d	W3	postalcode	51.5105	-0.2657
GBW4	geonames2d	W4	postalcode	51.4927	-0.258
GBW5	geonames2d	W5	postalcode	51.5163	-0.2852
GBE12	geonames2d	E12	postalcode	51.5508	0.0528
GBE1	geonames2d	E1	postalcode	51.5134	-0.0614
GBWC2	geonames2d	WC2	postalcode	51.5134	-0.1234
GBN22	geonames2d	N22	postalcode	51.6	-0.1167
GBE14	geonames2d	E14	postalcode	51.5052	-0.0197
GBSE20	geonames2d	SE20	postalcode	51.4109	-0.057
GBN19	geonames2d	N19	postalcode	51.5629	-0.1333
GBN5	geonames2d	N5	postalcode	51.55	-0.1
GBSE9	geonames2d	SE9	postalcode	51.447	0.0543
GBE8	geonames2d	E8	postalcode	51.548	-0.0629
GBN6	geonames2d	N6	postalcode	51.5657	-0.159
GBSE5	geonames2d	SE5	postalcode	51.4746	-0.0901
GBSE14	geonames2d	SE14	postalcode	51.4765	-0.0322
GBSE8	geonames2d	SE8	postalcode	51.4776	-0.0261
GBE3	geonames2d	E3	postalcode	51.5277	-0.0266
GBSE16	geonames2d	SE16	postalcode	51.4974	-0.0528
GBNW2	geonames2d	NW2	postalcode	51.5608	-0.2233
GBW13	geonames2d	W13	postalcode	51.5119	-0.3112
GBSE21	geonames2d	SE21	postalcode	51.4439	-0.0885
GBNW3	geonames2d	NW3	postalcode	51.5462	-0.1681
GBN3	geonames2d	N3	postalcode	51.5931	-0.201
GBNW11	geonames2d	NW11	postalcode	51.5781	-0.198
GBN4	geonames2d	N4	postalcode	51.5711	-0.1072
GBE7	geonames2d	E7	postalcode	51.5481	0.0265
GBSE23	geonames2d	SE23	postalcode	51.447	-0.0417
GBN2	geonames2d	N2	postalcode	51.5886	-0.1587
GBN11	geonames2d	N11	postalcode	51.6165	-0.1441
GBSW6	geonames2d	SW6	postalcode	51.4813	-0.2011
