name,source,postalcode,layer,lat,lon
CZ63,geonames2d,63,postalcode,49.1417,16.3667
CZ64,geonames2d,64,postalcode,49.2067,16.59
CZ66,geonames2d,66,postalcode,49.1546,16.4425
CZ69,geonames2d,69,postalcode,48.9262,16.9824
CZ76,geonames2d,76,postalcode,49.2429,17.6016
CZ78,geonames2d,78,postalcode,49.799,17.0595
CZ79,geonames2d,79,postalcode,49.8466,17.2374
CZ59,geonames2d,59,postalcode,49.4852,16.1239
CZ73,geonames2d,73,postalcode,49.7267,18.3687
CZ74,geonames2d,74,postalcode,49.7983,17.9387
CZ75,geonames2d,75,postalcode,49.4637,17.7124
CZ77,geonames2d,77,postalcode,49.6097,17.3071
CZ70,geonames2d,70,postalcode,49.9274,17.1199
CZ71,geonames2d,71,postalcode,49.7364,17.7742
CZ72,geonames2d,72,postalcode,49.7244,16.9244
DE01,geonames2d,01,postalcode,51.163,13.8062
DE03,geonames2d,03,postalcode,51.721,14.0841
DE04,geonames2d,04,postalcode,51.3079,12.7346
DE12,geonames2d,12,postalcode,52.4596,13.4613
DE14,geonames2d,14,postalcode,52.4201,12.8259
DE15,geonames2d,15,postalcode,52.2709,14.0708
DE16,geonames2d,16,postalcode,52.9452,13.2447
DE17,geonames2d,17,postalcode,53.6594,13.3358
DE19,geonames2d,19,postalcode,53.4492,11.472
DE10,geonames2d,10,postalcode,52.5093,13.3841
DE11,geonames2d,11,postalcode,52.5179,13.3759
DE13,geonames2d,13,postalcode,52.5695,13.3402
DE70,geonames2d,70,postalcode,48.7728,9.1822
DE71,geonames2d,71,postalcode,48.8356,9.1552
DE72,geonames2d,72,postalcode,48.4129,9.0626
DE73,geonames2d,73,postalcode,48.7558,9.7382
DE74,geonames2d,74,postalcode,49.2053,9.3607
DE75,geonames2d,75,postalcode,48.8858,8.7211
DE89,geonames2d,89,postalcode,48.4438,10.0864
DE97,geonames2d,97,postalcode,49.9441,10.0281
DE68,geonames2d,68,postalcode,49.4563,8.5182
DE69,geonames2d,69,postalcode,49.4248,8.7682
DE76,geonames2d,76,postalcode,49.0825,8.181
DE77,geonames2d,77,postalcode,48.4363,8.0233
DE78,geonames2d,78,postalcode,48.0026,8.6968
DE79,geonames2d,79,postalcode,47.8551,7.8942
DE88,geonames2d,88,postalcode,47.8902,9.6434
DE80,geonames2d,80,postalcode,48.1615,11.5509
DE81,geonames2d,81,postalcode,48.1254,11.5726
DE82,geonames2d,82,postalcode,47.911,11.2502
DE83,geonames2d,83,postalcode,47.8713,12.2803
DE84,geonames2d,84,postalcode,48.4086,12.4327
DE85,geonames2d,85,postalcode,48.4174,11.6308
DE86,geonames2d,86,postalcode,48.3847,10.8237
DE91,geonames2d,91,postalcode,49.4095,10.8577
DE92,geonames2d,92,postalcode,49.4868,12.0245
DE93,geonames2d,93,postalcode,49.0689,12.2909
DE94,geonames2d,94,postalcode,48.7817,13.0883
DE90,geonames2d,90,postalcode,49.4434,11.0471
DE95,geonames2d,95,postalcode,50.0663,11.8184
DE96,geonames2d,96,postalcode,50.1058,11.0058
DE63,geonames2d,63,postalcode,50.0377,9.1072
DE87,geonames2d,87,postalcode,47.8315,10.3999
DE27,geonames2d,27,postalcode,53.1905,8.962
DE28,geonames2d,28,postalcode,53.0894,8.8257
DE35,geonames2d,35,postalcode,50.6933,8.5976
DE36,geonames2d,36,postalcode,50.7071,9.8307
DE55,geonames2d,55,postalcode,49.8439,7.6793
DE60,geonames2d,60,postalcode,50.1216,8.6675
DE61,geonames2d,61,postalcode,50.269,8.6501
DE64,geonames2d,64,postalcode,49.793,8.7508
DE65,geonames2d,65,postalcode,50.2054,8.1773
DE34,geonames2d,34,postalcode,51.2559,9.3405
DE37,geonames2d,37,postalcode,51.5148,10.039
DE59,geonames2d,59,postalcode,51.5588,8.0336
DE20,geonames2d,20,postalcode,53.5622,9.9876
DE21,geonames2d,21,postalcode,53.4516,10.0138
DE22,geonames2d,22,postalcode,53.6022,10.05
DE18,geonames2d,18,postalcode,54.1316,12.5458
DE23,geonames2d,23,postalcode,53.8734,10.7523
DE26,geonames2d,26,postalcode,53.4221,7.648
DE29,geonames2d,29,postalcode,52.9448,10.85
DE30,geonames2d,30,postalcode,52.3815,9.721
DE31,geonames2d,31,postalcode,52.3189,9.3457
DE38,geonames2d,38,postalcode,52.1499,10.675
DE48,geonames2d,48,postalcode,52.1087,7.4195
DE49,geonames2d,49,postalcode,52.5343,7.7932
DE40,geonames2d,40,postalcode,51.2225,6.8153
DE41,geonames2d,41,postalcode,51.1703,6.4972
DE42,geonames2d,42,postalcode,51.2328,7.1413
DE45,geonames2d,45,postalcode,51.4978,7.0503
DE46,geonames2d,46,postalcode,51.6624,6.7626
DE47,geonames2d,47,postalcode,51.4605,6.5471
DE50,geonames2d,50,postalcode,50.9327,6.871
DE51,geonames2d,51,postalcode,50.973,7.2448
DE52,geonames2d,52,postalcode,50.8176,6.2577
DE53,geonames2d,53,postalcode,50.5428,7.0328
DE44,geonames2d,44,postalcode,51.5106,7.3488
DE32,geonames2d,32,postalcode,52.1411,8.801
DE33,geonames2d,33,postalcode,51.8951,8.575
DE57,geonames2d,57,postalcode,50.7703,7.8354
DE58,geonames2d,58,postalcode,51.3328,7.5833
DE54,geonames2d,54,postalcode,49.9763,6.6159
DE56,geonames2d,56,postalcode,50.3272,7.5599
DE66,geonames2d,66,postalcode,49.3598,7.3288
DE67,geonames2d,67,postalcode,49.5526,7.9856
DE24,geonames2d,24,postalcode,54.3606,9.868
DE25,geonames2d,25,postalcode,54.1866,9.2286
DE02,geonames2d,02,postalcode,51.1805,14.6106
DE07,geonames2d,07,postalcode,50.7618,11.7832
DE08,geonames2d,08,postalcode,50.5916,12.4688
DE09,geonames2d,09,postalcode,50.7934,13.0148
DE06,geonames2d,06,postalcode,51.5404,11.9373
DE39,geonames2d,39,postalcode,52.3467,11.6473
DE98,geonames2d,98,postalcode,50.5603,10.6392
DE99,geonames2d,99,postalcode,51.0883,10.905
DK79,geonames2d,79,postalcode,56.7619,8.6836
DK77,geonames2d,77,postalcode,56.9162,8.611
DK93,geonames2d,93,postalcode,57.1592,10.1831
DK94,geonames2d,94,postalcode,57.2083,9.7304
DK97,geonames2d,97,postalcode,57.323,10.0722
DK98,geonames2d,98,postalcode,57.4832,10.1235
DK99,geonames2d,99,postalcode,57.5447,10.4827
DK92,geonames2d,92,postalcode,56.9733,9.9233
DK95,geonames2d,95,postalcode,56.7591,9.9019
DK96,geonames2d,96,postalcode,56.7722,9.4249
DK89,geonames2d,89,postalcode,56.4866,10.2607
DK90,geonames2d,90,postalcode,57.048,9.9187
DK86,geonames2d,86,postalcode,56.126,9.685
DK87,geonames2d,87,postalcode,55.8742,9.7029
DK69,geonames2d,69,postalcode,56.1419,8.4606
DK72,geonames2d,72,postalcode,55.8348,8.8754
DK73,geonames2d,73,postalcode,55.9116,9.2627
DK74,geonames2d,74,postalcode,56.1757,9.0321
DK75,geonames2d,75,postalcode,56.3703,8.6756
DK78,geonames2d,78,postalcode,56.5536,8.9353
DK76,geonames2d,76,postalcode,56.5116,8.3635
DK84,geonames2d,84,postalcode,56.2592,10.1404
DK85,geonames2d,85,postalcode,56.3706,10.5374
DK83,geonames2d,83,postalcode,56.1003,10.1423
DK88,geonames2d,88,postalcode,56.3822,9.6543
DK80,geonames2d,80,postalcode,56.1567,10.2108
DK82,geonames2d,82,postalcode,56.1697,10.2042
DK71,geonames2d,71,postalcode,55.758,9.4862
DK68,geonames2d,68,postalcode,55.7079,8.436
DK54,geonames2d,54,postalcode,55.4545,10.1625
DK55,geonames2d,55,postalcode,55.382,10.2694
DK56,geonames2d,56,postalcode,55.2107,10.1198
DK57,geonames2d,57,postalcode,55.153,10.5014
DK58,geonames2d,58,postalcode,55.2013,10.687
DK52,geonames2d,52,postalcode,55.3902,10.5201
DK53,geonames2d,53,postalcode,55.471,10.6045
DK50,geonames2d,50,postalcode,55.3959,10.3883
DK59,geonames2d,59,postalcode,54.8763,10.643
DK60,geonames2d,60,postalcode,55.4839,9.4787
DK61,geonames2d,61,postalcode,55.2538,9.4898
DK65,geonames2d,65,postalcode,55.2229,9.18
DK66,geonames2d,66,postalcode,55.5209,9.0117
DK63,geonames2d,63,postalcode,54.9065,9.4087
DK64,geonames2d,64,postalcode,54.994,9.7903
DK62,geonames2d,62,postalcode,55.0209,9.0139
DK67,geonames2d,67,postalcode,55.4224,8.653
DK70,geonames2d,70,postalcode,55.5838,9.7265
DK09,geonames2d,09,postalcode,56.8122,10.6456
DK10,geonames2d,10,postalcode,55.6759,12.5655
DK11,geonames2d,11,postalcode,55.6759,12.5655
DK12,geonames2d,12,postalcode,55.6759,12.5655
DK13,geonames2d,13,postalcode,55.6759,12.5655
DK14,geonames2d,14,postalcode,55.6759,12.5655
DK15,geonames2d,15,postalcode,55.6758,12.5655
DK16,geonames2d,16,postalcode,55.6759,12.5655
DK17,geonames2d,17,postalcode,55.6759,12.5655
DK18,geonames2d,18,postalcode,55.6794,12.5346
DK20,geonames2d,20,postalcode,55.6794,12.5346
DK21,geonames2d,21,postalcode,55.6759,12.5655
DK22,geonames2d,22,postalcode,55.6759,12.5655
DK23,geonames2d,23,postalcode,55.6759,12.5655
DK24,geonames2d,24,postalcode,55.6759,12.5655
DK25,geonames2d,25,postalcode,55.6581,12.5241
DK26,geonames2d,26,postalcode,55.6367,12.3402
DK27,geonames2d,27,postalcode,55.6973,12.4652
DK28,geonames2d,28,postalcode,55.7728,12.494
DK29,geonames2d,29,postalcode,55.8349,12.5451
DK19,geonames2d,19,postalcode,55.6794,12.5346
DK35,geonames2d,35,postalcode,55.8185,12.2979
DK08,geonames2d,08,postalcode,55.6471,12.2742
DK40,geonames2d,40,postalcode,55.6628,12.0502
DK34,geonames2d,34,postalcode,55.9179,12.3912
DK30,geonames2d,30,postalcode,55.9985,12.5506
DK31,geonames2d,31,postalcode,56.0819,12.4768
DK32,geonames2d,32,postalcode,56.061,12.2221
DK33,geonames2d,33,postalcode,55.9457,12.0468
DK36,geonames2d,36,postalcode,55.8223,12.0862
DK37,geonames2d,37,postalcode,55.156,14.9177
DK41,geonames2d,41,postalcode,55.4438,11.7559
DK43,geonames2d,43,postalcode,55.5977,11.8023
DK46,geonames2d,46,postalcode,55.3768,12.1389
DK45,geonames2d,45,postalcode,55.7995,11.5044
DK42,geonames2d,42,postalcode,55.4005,11.3979
DK44,geonames2d,44,postalcode,55.6576,11.3576
DK47,geonames2d,47,postalcode,55.0658,12.0214
DK48,geonames2d,48,postalcode,54.7491,11.8047
DK49,geonames2d,49,postalcode,54.8106,11.3683
DO10,geonames2d,10,postalcode,18.6433,-70.1854
DO11,geonames2d,11,postalcode,18.6606,-70.1611
DZ01,geonames2d,01,postalcode,28.2798,0.0715
DZ02,geonames2d,02,postalcode,36.244,1.3086
DZ03,geonames2d,03,postalcode,33.9649,2.3157
DZ04,geonames2d,04,postalcode,35.821,7.2756
DZ05,geonames2d,05,postalcode,35.4458,6.1143
DZ06,geonames2d,06,postalcode,36.5807,4.8179
DZ07,geonames2d,07,postalcode,34.7202,5.7276
DZ08,geonames2d,08,postalcode,30.6425,-1.8628
DZ09,geonames2d,09,postalcode,36.5276,3.0617
DZ10,geonames2d,10,postalcode,36.3392,3.864
DZ11,geonames2d,11,postalcode,23.657,5.0412
DZ12,geonames2d,12,postalcode,35.2531,7.947
DZ13,geonames2d,13,postalcode,34.9021,-1.4402
DZ14,geonames2d,14,postalcode,35.1752,1.4501
DZ15,geonames2d,15,postalcode,36.6588,4.2922
DZ16,geonames2d,16,postalcode,36.7468,3.1818
DZ17,geonames2d,17,postalcode,34.7899,3.2022
DZ18,geonames2d,18,postalcode,36.7219,5.9173
DZ19,geonames2d,19,postalcode,36.1113,5.4542
DZ20,geonames2d,20,postalcode,34.8929,0.095
DZ21,geonames2d,21,postalcode,36.8284,6.8058
DZ22,geonames2d,22,postalcode,35.0736,-0.58
DZ23,geonames2d,23,postalcode,36.8499,7.6041
DZ24,geonames2d,24,postalcode,36.4028,7.4312
DZ25,geonames2d,25,postalcode,36.3397,6.7009
DZ26,geonames2d,26,postalcode,36.0755,2.917
DZ27,geonames2d,27,postalcode,35.9263,0.2301
DZ28,geonames2d,28,postalcode,35.4342,4.3761
DZ29,geonames2d,29,postalcode,35.3974,0.2725
DZ30,geonames2d,30,postalcode,32.6045,5.8697
DZ31,geonames2d,31,postalcode,35.7041,-0.5428
DZ32,geonames2d,32,postalcode,33.352,0.6659
DZ33,geonames2d,33,postalcode,28.244,7.9606
DZ34,geonames2d,34,postalcode,36.0758,4.8899
DZ35,geonames2d,35,postalcode,36.7181,3.5754
DZ36,geonames2d,36,postalcode,36.7771,8.2259
DZ37,geonames2d,37,postalcode,27.8929,-6.7402
DZ38,geonames2d,38,postalcode,35.6877,1.9931
DZ39,geonames2d,39,postalcode,33.5104,6.6972
DZ40,geonames2d,40,postalcode,35.1964,7.0267
DZ41,geonames2d,41,postalcode,36.1973,7.9811
DZ42,geonames2d,42,postalcode,36.5487,2.3379
DZ43,geonames2d,43,postalcode,36.3368,6.1761
DZ44,geonames2d,44,postalcode,36.1877,2.0936
DZ45,geonames2d,45,postalcode,33.085,-0.4457
DZ46,geonames2d,46,postalcode,35.3449,-1.1229
DZ47,geonames2d,47,postalcode,32.4778,3.843
DZ48,geonames2d,48,postalcode,35.7846,0.7142
ES04,geonames2d,04,postalcode,37.1956,-2.2727
ES11,geonames2d,11,postalcode,36.4889,-5.8337
ES14,geonames2d,14,postalcode,37.7439,-4.6422
ES18,geonames2d,18,postalcode,37.1445,-3.4528
ES21,geonames2d,21,postalcode,37.6197,-6.8075
ES23,geonames2d,23,postalcode,37.9518,-3.3912
ES29,geonames2d,29,postalcode,36.7605,-4.5653
ES41,geonames2d,41,postalcode,37.4239,-5.7455
ES22,geonames2d,22,postalcode,42.2878,-0.0056
ES44,geonames2d,44,postalcode,40.6633,-0.8757
ES42,geonames2d,42,postalcode,41.6373,-2.5918
ES50,geonames2d,50,postalcode,41.6193,-1.2039
ES33,geonames2d,33,postalcode,43.3559,-5.9816
ES39,geonames2d,39,postalcode,43.236,-3.9734
ES51,geonames2d,51,postalcode,35.8893,-5.3198
ES05,geonames2d,05,postalcode,40.587,-5.0364
ES01,geonames2d,01,postalcode,42.8505,-2.715
ES09,geonames2d,09,postalcode,42.5678,-3.532
ES26,geonames2d,26,postalcode,42.3333,-2.5901
ES34,geonames2d,34,postalcode,42.4842,-4.5233
ES24,geonames2d,24,postalcode,42.6255,-5.9015
ES37,geonames2d,37,postalcode,40.8312,-5.94
ES40,geonames2d,40,postalcode,41.1813,-3.9873
ES47,geonames2d,47,postalcode,41.6456,-4.8037
ES49,geonames2d,49,postalcode,41.7657,-6.0501
ES02,geonames2d,02,postalcode,38.7394,-1.9971
ES13,geonames2d,13,postalcode,38.9529,-3.8963
ES16,geonames2d,16,postalcode,39.9634,-2.2146
ES19,geonames2d,19,postalcode,40.8288,-2.7078
ES28,geonames2d,28,postalcode,40.4859,-3.715
ES45,geonames2d,45,postalcode,39.8475,-4.2649
ES35,geonames2d,35,postalcode,28.1371,-15.2475
ES38,geonames2d,38,postalcode,28.3548,-16.9138
ES08,geonames2d,08,postalcode,41.6209,2.0413
ES43,geonames2d,43,postalcode,41.1778,1.1805
ES17,geonames2d,17,postalcode,42.1213,2.7231
ES25,geonames2d,25,postalcode,42.0846,1.1294
ES06,geonames2d,06,postalcode,38.7358,-6.2381
ES10,geonames2d,10,postalcode,39.8631,-6.1198
ES15,geonames2d,15,postalcode,43.0944,-8.5034
ES27,geonames2d,27,postalcode,42.9453,-7.4948
ES32,geonames2d,32,postalcode,42.2822,-7.7884
ES36,geonames2d,36,postalcode,42.4458,-8.5814
ES07,geonames2d,07,postalcode,39.5466,2.8937
ES03,geonames2d,03,postalcode,38.463,-0.4646
ES30,geonames2d,30,postalcode,37.8586,-1.2715
ES52,geonames2d,52,postalcode,35.2937,-2.9383
ES31,geonames2d,31,postalcode,42.8192,-1.6782
ES48,geonames2d,48,postalcode,43.2584,-2.8229
ES20,geonames2d,20,postalcode,43.1743,-2.1788
ES12,geonames2d,12,postalcode,40.173,-0.1985
ES46,geonames2d,46,postalcode,39.3552,-0.6024
FI00,geonames2d,00,postalcode,60.2413,24.9926
FI01,geonames2d,01,postalcode,60.3137,24.9535
FI02,geonames2d,02,postalcode,60.1858,24.6307
FI03,geonames2d,03,postalcode,60.4481,24.2919
FI04,geonames2d,04,postalcode,60.4995,25.1574
FI05,geonames2d,05,postalcode,60.5866,24.8477
FI06,geonames2d,06,postalcode,60.3514,25.6053
FI07,geonames2d,07,postalcode,60.4896,25.9074
FI08,geonames2d,08,postalcode,60.2644,24.0339
FI09,geonames2d,09,postalcode,60.3657,23.9069
FI10,geonames2d,10,postalcode,60.018,23.5594
FI47,geonames2d,47,postalcode,60.9214,26.4519
FI21,geonames2d,21,postalcode,60.4618,22.261
FI23,geonames2d,23,postalcode,60.7454,21.5878
FI25,geonames2d,25,postalcode,60.2423,23.0153
FI24,geonames2d,24,postalcode,60.3942,23.1149
FI31,geonames2d,31,postalcode,60.8968,23.4865
FI20,geonames2d,20,postalcode,60.4483,22.2815
FI27,geonames2d,27,postalcode,61.1142,22.0155
FI32,geonames2d,32,postalcode,61.0504,22.7865
FI26,geonames2d,26,postalcode,61.1062,21.5275
FI29,geonames2d,29,postalcode,61.6186,21.8547
FI28,geonames2d,28,postalcode,61.4931,21.7596
FI38,geonames2d,38,postalcode,61.619,22.6611
FI39,geonames2d,39,postalcode,61.8606,23.0701
FI12,geonames2d,12,postalcode,60.7631,24.6152
FI13,geonames2d,13,postalcode,61.0076,24.4621
FI14,geonames2d,14,postalcode,61.0736,24.5189
FI16,geonames2d,16,postalcode,60.9034,25.5934
FI11,geonames2d,11,postalcode,60.7394,24.7716
FI30,geonames2d,30,postalcode,60.8145,23.6167
FI37,geonames2d,37,postalcode,61.316,23.6738
FI33,geonames2d,33,postalcode,61.4938,23.7518
FI34,geonames2d,34,postalcode,61.981,23.7322
FI35,geonames2d,35,postalcode,61.8112,24.5535
FI36,geonames2d,36,postalcode,61.438,24.3294
FI42,geonames2d,42,postalcode,62.1603,24.7246
FI15,geonames2d,15,postalcode,60.9861,25.6771
FI17,geonames2d,17,postalcode,61.3625,25.3308
FI18,geonames2d,18,postalcode,61.2067,26.0489
FI19,geonames2d,19,postalcode,61.5062,26.052
FI45,geonames2d,45,postalcode,60.895,26.7001
FI46,geonames2d,46,postalcode,60.8219,26.9571
FI48,geonames2d,48,postalcode,60.4987,26.9188
FI49,geonames2d,49,postalcode,60.5872,27.2291
FI53,geonames2d,53,postalcode,61.0587,28.1914
FI54,geonames2d,54,postalcode,61.0224,27.983
FI55,geonames2d,55,postalcode,61.1972,28.7738
FI56,geonames2d,56,postalcode,61.335,28.8863
FI59,geonames2d,59,postalcode,61.6944,29.689
FI50,geonames2d,50,postalcode,61.6939,27.2449
FI51,geonames2d,51,postalcode,61.9147,27.2228
FI52,geonames2d,52,postalcode,61.49,27.13
FI77,geonames2d,77,postalcode,62.4004,27.1068
FI57,geonames2d,57,postalcode,61.8695,28.8708
FI58,geonames2d,58,postalcode,61.9207,28.8893
FI79,geonames2d,79,postalcode,62.4306,28.2201
FI76,geonames2d,76,postalcode,62.285,27.1613
FI78,geonames2d,78,postalcode,62.3153,27.8972
FI71,geonames2d,71,postalcode,62.9833,27.6658
FI72,geonames2d,72,postalcode,63.1073,26.5834
FI73,geonames2d,73,postalcode,63.2226,28.194
FI74,geonames2d,74,postalcode,63.65,27.0765
FI70,geonames2d,70,postalcode,62.8995,27.6627
FI75,geonames2d,75,postalcode,63.6282,29.0039
FI80,geonames2d,80,postalcode,62.6333,29.7895
FI81,geonames2d,81,postalcode,63.0246,30.2037
FI82,geonames2d,82,postalcode,62.3679,30.3991
FI83,geonames2d,83,postalcode,62.8358,29.3181
FI40,geonames2d,40,postalcode,62.2329,25.7465
FI41,geonames2d,41,postalcode,62.2946,25.8094
FI43,geonames2d,43,postalcode,62.904,24.9541
FI44,geonames2d,44,postalcode,62.932,25.8076
FI61,geonames2d,61,postalcode,62.6032,22.5952
FI64,geonames2d,64,postalcode,62.3232,21.5527
FI60,geonames2d,60,postalcode,62.7711,22.8456
FI62,geonames2d,62,postalcode,63.1232,23.3655
FI66,geonames2d,66,postalcode,63.0603,21.9709
FI63,geonames2d,63,postalcode,62.664,23.8033
FI65,geonames2d,65,postalcode,63.128,21.586
FI68,geonames2d,68,postalcode,63.7128,23.1506
FI69,geonames2d,69,postalcode,63.5406,24.1839
FI67,geonames2d,67,postalcode,63.8358,23.1395
FI90,geonames2d,90,postalcode,65.0382,25.4865
FI91,geonames2d,91,postalcode,64.8809,26.2015
FI93,geonames2d,93,postalcode,65.6079,27.7846
FI95,geonames2d,95,postalcode,66.3501,24.404
FI86,geonames2d,86,postalcode,64.1199,25.1977
FI92,geonames2d,92,postalcode,64.5191,25.2594
FI85,geonames2d,85,postalcode,63.9429,24.7313
FI84,geonames2d,84,postalcode,64.0613,24.7027
FI88,geonames2d,88,postalcode,64.2778,28.3571
FI89,geonames2d,89,postalcode,64.9347,28.6393
FI87,geonames2d,87,postalcode,64.2433,27.7575
FI96,geonames2d,96,postalcode,66.512,25.7401
FI97,geonames2d,97,postalcode,66.4173,26.556
FI94,geonames2d,94,postalcode,65.7568,24.563
FI98,geonames2d,98,postalcode,66.9146,28.0702
FI99,geonames2d,99,postalcode,68.0588,25.677
FM96,geonames2d,96,postalcode,7.1383,151.5031
FO10,geonames2d,10,postalcode,62.0167,-6.7667
FO11,geonames2d,11,postalcode,62.0167,-6.7667
FO16,geonames2d,16,postalcode,61.9833,-6.75
FO17,geonames2d,17,postalcode,61.9958,-6.8583
FO18,geonames2d,18,postalcode,62.046,-6.7995
FO21,geonames2d,21,postalcode,61.8425,-6.8078
FO22,geonames2d,22,postalcode,61.8333,-6.65
FO23,geonames2d,23,postalcode,61.7944,-6.6889
FO24,geonames2d,24,postalcode,61.9,-6.8667
FO26,geonames2d,26,postalcode,61.7667,-6.8
FO27,geonames2d,27,postalcode,62.0167,-6.6667
FO28,geonames2d,28,postalcode,61.9667,-6.9083
FO33,geonames2d,33,postalcode,62.1167,-7.0333
FO34,geonames2d,34,postalcode,62.1167,-7.0667
FO35,geonames2d,35,postalcode,62.1487,-7.1554
FO36,geonames2d,36,postalcode,62.05,-7.1333
FO37,geonames2d,37,postalcode,62.0511,-7.1939
FO38,geonames2d,38,postalcode,62.0928,-7.4015
FO40,geonames2d,40,postalcode,62.2,-6.9833
FO41,geonames2d,41,postalcode,62.1056,-6.9167
FO42,geonames2d,42,postalcode,62.15,-6.9333
FO43,geonames2d,43,postalcode,62.2167,-7.05
FO44,geonames2d,44,postalcode,62.2833,-7.1083
FO45,geonames2d,45,postalcode,62.1833,-6.9667
FO46,geonames2d,46,postalcode,62.2389,-7.0222
FO47,geonames2d,47,postalcode,62.2833,-6.9567
FO48,geonames2d,48,postalcode,62.175,-6.8083
FO49,geonames2d,49,postalcode,62.1267,-6.7933
FO51,geonames2d,51,postalcode,62.1935,-6.735
FO52,geonames2d,52,postalcode,62.2167,-6.6833
FO53,geonames2d,53,postalcode,62.244,-6.8139
FO60,geonames2d,60,postalcode,62.1167,-6.7167
FO61,geonames2d,61,postalcode,62.1167,-6.7167
FO62,geonames2d,62,postalcode,62.1291,-6.7084
FO64,geonames2d,64,postalcode,62.0833,-6.675
FO65,geonames2d,65,postalcode,62.0944,-6.7278
FO66,geonames2d,66,postalcode,62.1667,-6.75
FO69,geonames2d,69,postalcode,62.275,-6.8333
FO70,geonames2d,70,postalcode,62.2265,-6.589
FO71,geonames2d,71,postalcode,62.2265,-6.589
FO72,geonames2d,72,postalcode,62.2389,-6.5389
FO73,geonames2d,73,postalcode,62.3,-6.525
FO74,geonames2d,74,postalcode,62.3,-6.5
FO75,geonames2d,75,postalcode,62.3667,-6.5333
FO76,geonames2d,76,postalcode,62.3111,-6.2944
FO78,geonames2d,78,postalcode,62.275,-6.6334
FO79,geonames2d,79,postalcode,62.3222,-6.7389
FO80,geonames2d,80,postalcode,61.5556,-6.8111
FO81,geonames2d,81,postalcode,61.5556,-6.8111
FO82,geonames2d,82,postalcode,61.55,-6.8
FO85,geonames2d,85,postalcode,61.6,-6.95
FO86,geonames2d,86,postalcode,61.6333,-6.9167
FO87,geonames2d,87,postalcode,61.5167,-6.8667
FO90,geonames2d,90,postalcode,61.4732,-6.8118
FO91,geonames2d,91,postalcode,61.4732,-6.8118
FO92,geonames2d,92,postalcode,61.4389,-6.7444
FO95,geonames2d,95,postalcode,61.4833,-6.7333
FO96,geonames2d,96,postalcode,61.5167,-6.7333
FO97,geonames2d,97,postalcode,61.4,-6.7
FR75,geonames2d,75,postalcode,48.8602,2.3423
FR77,geonames2d,77,postalcode,48.678,2.8267
FR78,geonames2d,78,postalcode,48.8412,1.9606
FR91,geonames2d,91,postalcode,48.6273,2.3029
FR94,geonames2d,94,postalcode,48.7888,2.4231
FR92,geonames2d,92,postalcode,48.8638,2.2552
FR93,geonames2d,93,postalcode,48.9028,2.4427
FR95,geonames2d,95,postalcode,49.0313,2.2303
FR18,geonames2d,18,postalcode,47.0369,2.4988
FR28,geonames2d,28,postalcode,48.4207,1.4064
FR36,geonames2d,36,postalcode,46.7891,1.6251
FR37,geonames2d,37,postalcode,47.295,0.6777
FR41,geonames2d,41,postalcode,47.6371,1.3109
FR45,geonames2d,45,postalcode,47.9521,2.2271
FR21,geonames2d,21,postalcode,47.3666,4.8199
FR25,geonames2d,25,postalcode,47.2401,6.3486
FR01,geonames2d,01,postalcode,46.0811,5.3575
FR39,geonames2d,39,postalcode,46.7415,5.6738
FR58,geonames2d,58,postalcode,47.1392,3.4395
FR70,geonames2d,70,postalcode,47.6266,6.1062
FR71,geonames2d,71,postalcode,46.6173,4.6317
FR89,geonames2d,89,postalcode,47.857,3.5788
FR90,geonames2d,90,postalcode,47.6263,6.9189
FR14,geonames2d,14,postalcode,49.1307,-0.347
FR27,geonames2d,27,postalcode,49.1258,1.0201
FR50,geonames2d,50,postalcode,49.1214,-1.3542
FR61,geonames2d,61,postalcode,48.6321,0.0937
FR76,geonames2d,76,postalcode,49.6346,0.9581
FR02,geonames2d,02,postalcode,49.5439,3.5216
FR59,geonames2d,59,postalcode,50.4978,3.1991
FR62,geonames2d,62,postalcode,50.4658,2.371
FR60,geonames2d,60,postalcode,49.4037,2.4265
FR80,geonames2d,80,postalcode,49.9385,2.3082
FR08,geonames2d,08,postalcode,49.6199,4.667
FR10,geonames2d,10,postalcode,48.3065,4.1586
FR51,geonames2d,51,postalcode,48.993,4.1781
FR52,geonames2d,52,postalcode,48.122,5.2406
FR54,geonames2d,54,postalcode,48.786,6.1546
FR55,geonames2d,55,postalcode,49.0124,5.3789
FR57,geonames2d,57,postalcode,49.0694,6.5724
FR67,geonames2d,67,postalcode,48.6503,7.5916
FR68,geonames2d,68,postalcode,47.8112,7.2907
FR88,geonames2d,88,postalcode,48.2226,6.3447
FR44,geonames2d,44,postalcode,47.2772,-1.6319
FR49,geonames2d,49,postalcode,47.3914,-0.5693
FR53,geonames2d,53,postalcode,48.1248,-0.672
FR72,geonames2d,72,postalcode,48.0307,0.2204
FR85,geonames2d,85,postalcode,46.6716,-1.2898
FR22,geonames2d,22,postalcode,48.4844,-2.8277
FR29,geonames2d,29,postalcode,48.2643,-4.1337
FR35,geonames2d,35,postalcode,48.1835,-1.6545
FR56,geonames2d,56,postalcode,47.7886,-2.8401
FR16,geonames2d,16,postalcode,45.6914,0.1324
FR17,geonames2d,17,postalcode,45.8264,-0.7247
FR19,geonames2d,19,postalcode,45.3031,1.822
FR23,geonames2d,23,postalcode,46.1028,2.023
