AD	Andorra la Vella	AD500	1.5	42.5
AD	Canillo	AD100	1.6667	42.5833
AD	Encamp	AD200	1.6333	42.5333
AD	Escaldes-Engordany	AD700	1.5667	42.5
AD	La Massana	AD400	1.4833	42.5667
AD	Ordino	AD300	1.55	42.6
AD	Sant Julià de Lòria	AD600	1.5	42.4667
